offenseTeam,3rdDown,3rdDownSuccess,CompletePass,Drive,ExPointBad,ExPointGood,FG_30,FG_40,FG_50,FG_range,FieldGoalBad,FieldGoalGood,FirstDown,IncompletePass,Kicker_Pts,PointsScored,Punt,QB Kneel,RedZone,Touchdown,TwoPointConv,TwoPointGood,Week,Yards.Gained,gameid,3rdDown_rolling3,3rdDownSuccess_rolling3,CompletePass_rolling3,Drive_rolling3,ExPointBad_rolling3,ExPointGood_rolling3,FG_30_rolling3,FG_40_rolling3,FG_50_rolling3,FG_range_rolling3,FieldGoalBad_rolling3,FieldGoalGood_rolling3,FirstDown_rolling3,IncompletePass_rolling3,Kicker_Pts_rolling3,PointsScored_rolling3,Punt_rolling3,QB Kneel_rolling3,RedZone_rolling3,Touchdown_rolling3,TwoPointConv_rolling3,TwoPointGood_rolling3,Week_rolling3,Yards.Gained_rolling3,gameid_rolling3,FG_range_per_drive,RZ_per_drive,DEF_3rdDown,DEF_3rdDownSuccess,DEF_CompletePass,DEF_Drive,DEF_ExPointBad,DEF_ExPointGood,DEF_FG_30,DEF_FG_40,DEF_FG_50,DEF_FG_range,DEF_FieldGoalBad,DEF_FieldGoalGood,DEF_FirstDown,DEF_IncompletePass,DEF_Kicker_Pts,DEF_PointsScored,DEF_Punt,DEF_QB Kneel,DEF_RedZone,DEF_Touchdown,DEF_TwoPointConv,DEF_TwoPointGood,DEF_Yards.Gained,DEF_gameid,DEF_3rdDown_rolling3,DEF_3rdDownSuccess_rolling3,DEF_CompletePass_rolling3,DEF_Drive_rolling3,DEF_ExPointGood_rolling3,DEF_FG_range_rolling3,DEF_FieldGoalGood_rolling3,DEF_FirstDown_rolling3,DEF_IncompletePass_rolling3,DEF_Kicker_Pts_rolling3,DEF_PointsScored_rolling3,DEF_QB Kneel_rolling3,DEF_RedZone_rolling3,DEF_Touchdown_rolling3,DEF_Yards.Gained_rolling3,DEF_gameid_rolling3,DEF_FG_range_per_drive,DEF_RZ_per_drive,offenseTeam,defenseTeam,Season,punts_per_drive,DEF_punts_per_drive,date,mergeCode,mergeCode2,3rdDown_rate,Completion_pct,DEF_Completion_pct,TwoPoint_conv_rate
BUF-2012120908,3,2,0,24,0,0,1,1,0,9,0,2,23.0,9,7,12,7,0,2,1,1,0,13,379,2012120908,2,0,0,23,0,1,2,0,0,9,0,2,22,13,12,21,6,0,3,2,0,0,11,434,2012114736,0.391304347826087,0.13043478260869565,3.0,2.0,0.0,24.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,2.0,23.0,9.0,7.0,12.0,7.0,0.0,2.0,1.0,1.0,0.0,379.0,2012120908.0,2.0,0.0,0.0,25.0,2.0,10.0,1.0,25.0,13.0,11.0,25.0,0.0,5.0,3.0,406.0,2012114839.0,0.4,0.2,BUF,STL,2012,0.2608695652173913,0.2,12/09,2012-12/09-BUF,2012-13-BUF,0.0,0.0,0.0,
CAR-2012120906,3,2,0,17,0,3,2,1,0,8,0,3,22.0,13,13,30,2,2,3,3,0,0,13,533,2012120906,3,0,0,21,0,2,0,0,0,10,0,0,23,11,4,21,5,1,6,3,0,0,11,465,2012114869,0.47619047619047616,0.2857142857142857,3.0,2.0,0.0,17.0,0.0,3.0,2.0,1.0,0.0,8.0,0.0,3.0,22.0,13.0,13.0,30.0,2.0,2.0,3.0,3.0,0.0,0.0,533.0,2012120906.0,1.0,0.0,0.0,24.0,1.0,9.0,3.0,21.0,17.0,13.0,22.0,0.0,6.0,2.0,448.0,2012112402.0,0.375,0.25,CAR,ATL,2012,0.23809523809523808,0.16666666666666666,12/09,2012-12/09-CAR,2012-13-CAR,0.0,0.0,0.0,
CHI-2012120905,4,0,0,22,0,2,0,0,0,11,0,0,30.0,27,2,26,6,0,7,4,0,0,13,506,2012120905,3,1,0,21,0,1,0,1,0,9,0,1,22,9,6,19,4,0,5,2,0,0,11,367,2012114868,0.42857142857142855,0.23809523809523808,4.0,0.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,30.0,27.0,2.0,26.0,6.0,0.0,7.0,4.0,0.0,0.0,506.0,2012120905.0,2.0,0.0,0.0,23.0,2.0,10.0,2.0,25.0,11.0,12.0,29.0,0.0,6.0,3.0,438.0,2012114604.0,0.43478260869565216,0.2608695652173913,CHI,MIN,2012,0.19047619047619047,0.17391304347826086,12/09,2012-12/09-CHI,2012-13-CHI,0.3333333333333333,0.0,0.0,
CIN-2012120909,0,0,0,19,0,1,3,0,1,8,0,4,24.0,15,15,19,3,1,4,1,0,0,13,417,2012120909,3,0,0,22,0,3,1,0,0,8,0,1,24,14,11,33,4,1,5,4,0,0,11,443,2012114840,0.36363636363636365,0.22727272727272727,0.0,0.0,0.0,19.0,0.0,1.0,3.0,0.0,1.0,8.0,0.0,4.0,24.0,15.0,15.0,19.0,3.0,1.0,4.0,1.0,0.0,0.0,417.0,2012120909.0,2.0,1.0,0.0,22.0,3.0,9.0,1.0,22.0,12.0,10.0,30.0,0.0,6.0,3.0,476.0,2012114739.0,0.4090909090909091,0.2727272727272727,CIN,DAL,2012,0.18181818181818182,0.18181818181818182,12/09,2012-12/09-CIN,2012-13-CIN,0.0,0.0,0.0,
CLE-2012120901,2,1,0,23,0,2,3,0,0,8,0,3,23.0,13,11,23,5,2,5,2,0,0,13,385,2012120901,1,0,0,25,0,2,1,0,0,9,0,2,23,11,10,22,5,0,6,2,0,0,11,388,2012114838,0.36,0.24,2.0,1.0,0.0,23.0,0.0,2.0,3.0,0.0,0.0,8.0,0.0,3.0,23.0,13.0,11.0,23.0,5.0,2.0,5.0,2.0,0.0,0.0,385.0,2012120901.0,2.0,0.0,0.0,19.0,3.0,8.0,0.0,22.0,13.0,8.0,24.0,0.0,6.0,3.0,465.0,2012114838.0,0.42105263157894735,0.3157894736842105,CLE,KC,2012,0.2,0.21052631578947367,12/09,2012-12/09-CLE,2012-13-CLE,0.0,0.0,0.0,
DAL-2012120909,4,2,0,20,0,2,1,1,0,9,0,2,20.0,19,9,26,5,0,7,3,0,0,13,304,2012120909,2,0,0,23,0,3,1,0,0,9,0,2,26,18,11,30,4,0,7,3,0,0,11,492,2012114739,0.391304347826087,0.30434782608695654,4.0,2.0,0.0,20.0,0.0,2.0,1.0,1.0,0.0,9.0,0.0,2.0,20.0,19.0,9.0,26.0,5.0,0.0,7.0,3.0,0.0,0.0,304.0,2012120909.0,1.0,0.0,0.0,22.0,0.0,10.0,1.0,25.0,16.0,7.0,7.0,0.0,4.0,0.0,393.0,2012114840.0,0.45454545454545453,0.18181818181818182,DAL,CIN,2012,0.17391304347826086,0.2727272727272727,12/09,2012-12/09-DAL,2012-13-DAL,0.0,0.0,0.0,
DEN-2012120600,2,0,0,20,0,2,3,1,0,8,0,4,29.0,15,15,26,2,3,4,2,0,0,13,469,2012120600,2,0,0,25,0,2,2,0,0,9,1,1,25,15,11,25,4,0,7,3,0,0,11,431,2012114841,0.36,0.28,2.0,0.0,0.0,20.0,0.0,2.0,3.0,1.0,0.0,8.0,0.0,4.0,29.0,15.0,15.0,26.0,2.0,3.0,4.0,2.0,0.0,0.0,469.0,2012120600.0,3.0,0.0,0.0,22.0,3.0,8.0,1.0,20.0,10.0,11.0,30.0,2.0,5.0,3.0,501.0,2012114840.0,0.36363636363636365,0.22727272727272727,DEN,OAK,2012,0.16,0.13636363636363635,12/06,2012-12/06-DEN,2012-13-DEN,0.0,0.0,0.0,
DET-2012120913,5,1,0,20,0,2,1,1,1,11,1,2,31.0,19,13,26,2,1,4,3,0,0,13,505,2012120913,4,0,0,28,0,3,1,1,0,10,0,2,28,25,12,30,6,0,6,3,0,0,11,518,2012114735,0.35714285714285715,0.21428571428571427,5.0,1.0,0.0,20.0,0.0,2.0,1.0,1.0,1.0,11.0,1.0,2.0,31.0,19.0,13.0,26.0,2.0,1.0,4.0,3.0,0.0,0.0,505.0,2012120913.0,4.0,0.0,0.0,22.0,3.0,10.0,1.0,22.0,18.0,7.0,26.0,0.0,4.0,3.0,443.0,2012114837.0,0.45454545454545453,0.18181818181818182,DET,GB,2012,0.21428571428571427,0.13636363636363635,12/09,2012-12/09-DET,2012-13-DET,0.0,0.0,0.0,
GB-2012120913,3,0,0,21,0,2,0,2,1,8,1,2,18.0,11,14,20,3,1,0,2,0,0,13,381,2012120913,1,0,0,21,0,1,1,0,1,8,1,1,24,12,13,16,4,0,4,1,0,0,11,485,2012114837,0.38095238095238093,0.19047619047619047,3.0,0.0,0.0,21.0,0.0,2.0,0.0,2.0,1.0,8.0,1.0,2.0,18.0,11.0,14.0,20.0,3.0,1.0,0.0,2.0,0.0,0.0,381.0,2012120913.0,3.0,0.0,0.0,28.0,3.0,12.0,1.0,28.0,20.0,11.0,30.0,0.0,8.0,4.0,553.0,2012114735.0,0.42857142857142855,0.2857142857142857,GB,DET,2012,0.19047619047619047,0.21428571428571427,12/09,2012-12/09-GB,2012-13-GB,0.0,0.0,0.0,
HOU-2012121000,3,2,0,25,0,2,0,0,0,12,0,0,29.0,17,2,14,7,0,11,2,0,0,13,435,2012121000,3,0,0,30,0,3,1,1,1,13,1,2,29,16,17,35,6,1,6,4,0,0,11,679,2012114738,0.43333333333333335,0.2,3.0,2.0,0.0,25.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,29.0,17.0,2.0,14.0,7.0,0.0,11.0,2.0,0.0,0.0,435.0,2012121000.0,2.0,1.0,0.0,23.0,2.0,11.0,1.0,27.0,17.0,9.0,29.0,0.0,6.0,3.0,532.0,2012114738.0,0.4782608695652174,0.2608695652173913,HOU,NE,2012,0.2,0.13043478260869565,12/10,2012-12/10-HOU,2012-13-HOU,0.0,0.0,0.0,
IND-2012120903,5,1,0,21,0,2,0,1,1,8,0,2,20.0,19,11,26,4,3,8,3,0,0,13,283,2012120903,3,0,0,25,0,3,0,0,0,12,0,1,28,25,7,30,5,1,9,4,0,0,11,534,2012114837,0.48,0.36,5.0,1.0,0.0,21.0,0.0,2.0,0.0,1.0,1.0,8.0,0.0,2.0,20.0,19.0,11.0,26.0,4.0,3.0,8.0,3.0,0.0,0.0,283.0,2012120903.0,3.0,1.0,0.0,25.0,2.0,11.0,1.0,22.0,13.0,7.0,19.0,1.0,6.0,2.0,405.0,2012114604.0,0.44,0.24,IND,TEN,2012,0.2,0.28,12/09,2012-12/09-IND,2012-13-IND,0.0,0.0,0.0,
JAC-2012120904,2,0,0,25,0,1,1,0,1,10,1,1,27.0,21,8,10,8,0,6,1,0,0,13,410,2012120904,2,0,0,26,0,2,0,1,0,11,0,1,24,18,8,26,5,0,6,3,0,0,11,467,2012114838,0.4230769230769231,0.23076923076923078,2.0,0.0,0.0,25.0,0.0,1.0,1.0,0.0,1.0,10.0,1.0,1.0,27.0,21.0,8.0,10.0,8.0,0.0,6.0,1.0,0.0,0.0,410.0,2012120904.0,2.0,1.0,0.0,25.0,2.0,10.0,0.0,21.0,18.0,5.0,18.0,0.0,5.0,2.0,413.0,2012114736.0,0.4,0.2,JAC,NYJ,2012,0.19230769230769232,0.24,12/09,2012-12/09-JAC,2012-13-JAC,0.0,0.0,0.0,
KC-2012120901,1,1,0,22,0,1,1,0,0,10,1,0,20.0,11,3,13,7,0,7,2,0,0,13,502,2012120901,1,0,0,19,0,1,1,0,0,9,0,2,23,10,9,14,5,0,4,1,0,0,11,368,2012114838,0.47368421052631576,0.21052631578947367,1.0,1.0,0.0,22.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0,20.0,11.0,3.0,13.0,7.0,0.0,7.0,2.0,0.0,0.0,502.0,2012120901.0,2.0,1.0,0.0,25.0,1.0,11.0,1.0,30.0,18.0,8.0,15.0,0.0,8.0,1.0,457.0,2012114838.0,0.44,0.32,KC,CLE,2012,0.2631578947368421,0.24,12/09,2012-12/09-KC,2012-13-KC,0.0,0.0,0.0,
MIA-2012120910,0,0,0,17,0,1,1,0,1,7,0,2,25.0,18,9,13,3,0,3,1,0,0,13,405,2012120910,2,0,0,22,0,2,0,1,0,10,0,1,26,14,9,20,5,0,7,2,0,0,11,425,2012114738,0.45454545454545453,0.3181818181818182,0.0,0.0,0.0,17.0,0.0,1.0,1.0,0.0,1.0,7.0,0.0,2.0,25.0,18.0,9.0,13.0,3.0,0.0,3.0,1.0,0.0,0.0,405.0,2012120910.0,1.0,1.0,0.0,23.0,1.0,11.0,0.0,22.0,13.0,6.0,15.0,0.0,8.0,2.0,368.0,2012114870.0,0.4782608695652174,0.34782608695652173,MIA,SF,2012,0.22727272727272727,0.2608695652173913,12/09,2012-12/09-MIA,2012-13-MIA,0.0,0.0,0.0,
MIN-2012120905,4,0,0,23,0,2,0,0,0,9,0,0,24.0,7,2,14,7,3,7,2,0,0,13,328,2012120905,3,1,0,24,0,1,1,1,0,10,0,1,21,15,9,19,4,1,4,2,0,0,10,436,2012114604,0.4166666666666667,0.16666666666666666,4.0,0.0,0.0,23.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,24.0,7.0,2.0,14.0,7.0,3.0,7.0,2.0,0.0,0.0,328.0,2012120905.0,2.0,0.0,0.0,22.0,2.0,9.0,1.0,22.0,14.0,8.0,23.0,0.0,5.0,2.0,412.0,2012114868.0,0.4090909090909091,0.22727272727272727,MIN,CHI,2012,0.16666666666666666,0.18181818181818182,12/09,2012-12/09-MIN,2012-13-MIN,0.3333333333333333,0.0,0.0,
NE-2012121000,7,1,0,26,0,6,0,0,0,12,0,0,28.0,18,6,42,5,3,5,6,0,0,13,483,2012121000,3,0,0,23,0,4,1,0,0,8,1,1,26,13,10,32,2,1,5,4,0,0,11,481,2012114738,0.34782608695652173,0.21739130434782608,7.0,1.0,0.0,26.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,28.0,18.0,6.0,42.0,5.0,3.0,5.0,6.0,0.0,0.0,483.0,2012121000.0,2.0,1.0,0.0,29.0,3.0,12.0,1.0,28.0,24.0,10.0,26.0,0.0,8.0,3.0,620.0,2012114738.0,0.41379310344827586,0.27586206896551724,NE,HOU,2012,0.08695652173913043,0.20689655172413793,12/10,2012-12/10-NE,2012-13-NE,0.0,0.0,0.0,
NO-2012120911,4,1,0,28,0,2,2,0,0,14,0,2,33.0,18,8,20,4,1,7,2,0,0,13,686,2012120911,2,0,0,23,0,2,0,0,0,10,0,1,24,16,6,27,4,1,5,3,0,0,11,513,2012112406,0.43478260869565216,0.21739130434782608,4.0,1.0,0.0,28.0,0.0,2.0,2.0,0.0,0.0,14.0,0.0,2.0,33.0,18.0,8.0,20.0,4.0,1.0,7.0,2.0,0.0,0.0,686.0,2012120911.0,2.0,0.0,0.0,20.0,2.0,8.0,1.0,20.0,10.0,6.0,19.0,1.0,4.0,2.0,427.0,2012114638.0,0.4,0.2,NO,NYG,2012,0.17391304347826086,0.15,12/09,2012-12/09-NO,2012-13-NO,0.0,0.0,0.0,
NYG-2012120911,6,2,0,29,0,7,2,0,0,6,1,1,25.0,15,12,58,3,2,0,8,0,0,13,776,2012120911,2,0,0,20,0,2,1,1,0,8,0,2,24,16,10,22,3,0,5,2,0,0,10,511,2012114638,0.4,0.25,6.0,2.0,0.0,29.0,0.0,7.0,2.0,0.0,0.0,6.0,1.0,1.0,25.0,15.0,12.0,58.0,3.0,2.0,0.0,8.0,0.0,0.0,776.0,2012120911.0,1.0,0.0,0.0,23.0,2.0,9.0,1.0,22.0,15.0,12.0,23.0,1.0,7.0,2.0,462.0,2012112406.0,0.391304347826087,0.30434782608695654,NYG,NO,2012,0.15,0.17391304347826086,12/09,2012-12/09-NYG,2012-13-NYG,0.0,0.0,0.0,
NYJ-2012120904,2,0,0,26,0,2,0,1,0,10,0,1,23.0,9,6,23,7,1,10,3,0,0,13,294,2012120904,2,0,0,26,0,2,0,0,1,10,1,1,27,9,10,21,4,0,4,2,0,0,11,424,2012114736,0.38461538461538464,0.15384615384615385,2.0,0.0,0.0,26.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,1.0,23.0,9.0,6.0,23.0,7.0,1.0,10.0,3.0,0.0,0.0,294.0,2012120904.0,2.0,1.0,0.0,27.0,3.0,11.0,3.0,27.0,13.0,19.0,32.0,0.0,6.0,3.0,598.0,2012114838.0,0.4074074074074074,0.2222222222222222,NYJ,JAC,2012,0.15384615384615385,0.1111111111111111,12/09,2012-12/09-NYJ,2012-13-NYJ,0.0,0.0,0.0,
OAK-2012120600,3,1,0,19,0,1,0,0,0,10,0,0,22.0,13,1,13,5,1,10,2,1,0,13,371,2012120600,1,0,0,21,0,1,0,0,1,9,0,1,26,17,7,16,4,0,5,2,0,0,11,499,2012114840,0.42857142857142855,0.23809523809523808,3.0,1.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,22.0,13.0,1.0,13.0,5.0,1.0,10.0,2.0,1.0,0.0,371.0,2012120600.0,1.0,0.0,0.0,25.0,1.0,11.0,2.0,22.0,18.0,10.0,17.0,0.0,7.0,1.0,357.0,2012114841.0,0.44,0.28,OAK,DEN,2012,0.19047619047619047,0.28,12/06,2012-12/06-OAK,2012-13-OAK,0.0,0.0,0.0,
PHI-2012120907,2,0,0,26,0,2,2,0,1,12,2,1,28.0,20,11,23,7,0,6,3,1,0,13,518,2012120907,2,1,0,20,0,1,0,2,0,9,0,2,24,15,10,20,3,0,5,2,0,0,11,435,2012114871,0.45,0.25,2.0,0.0,0.0,26.0,0.0,2.0,2.0,0.0,1.0,12.0,2.0,1.0,28.0,20.0,11.0,23.0,7.0,0.0,6.0,3.0,1.0,0.0,518.0,2012120907.0,3.0,0.0,0.0,22.0,2.0,8.0,0.0,24.0,11.0,8.0,20.0,1.0,6.0,2.0,439.0,2012114839.0,0.36363636363636365,0.2727272727272727,PHI,TB,2012,0.15,0.18181818181818182,12/09,2012-12/09-PHI,2012-13-PHI,0.5,0.0,0.0,
PIT-2012120902,3,0,0,26,0,3,0,1,0,13,0,1,25.0,21,7,30,7,0,12,4,0,0,13,518,2012120902,2,1,0,26,0,1,0,1,0,12,0,1,24,17,6,15,6,0,8,1,0,0,11,427,2012114840,0.46153846153846156,0.3076923076923077,3.0,0.0,0.0,26.0,0.0,3.0,0.0,1.0,0.0,13.0,0.0,1.0,25.0,21.0,7.0,30.0,7.0,0.0,12.0,4.0,0.0,0.0,518.0,2012120902.0,2.0,0.0,0.0,25.0,2.0,10.0,2.0,28.0,18.0,11.0,26.0,1.0,6.0,2.0,432.0,2012114843.0,0.4,0.24,PIT,SD,2012,0.23076923076923078,0.2,12/09,2012-12/09-PIT,2012-13-PIT,0.5,0.0,0.0,
SD-2012120902,2,0,0,27,0,3,1,0,1,8,0,2,23.0,22,11,27,7,2,4,3,0,0,13,335,2012120902,1,0,0,25,0,1,1,0,0,12,0,1,26,18,6,11,8,0,8,1,0,0,11,386,2012114843,0.48,0.32,2.0,0.0,0.0,27.0,0.0,3.0,1.0,0.0,1.0,8.0,0.0,2.0,23.0,22.0,11.0,27.0,7.0,2.0,4.0,3.0,0.0,0.0,335.0,2012120902.0,1.0,0.0,0.0,25.0,1.0,10.0,2.0,23.0,14.0,8.0,17.0,0.0,5.0,1.0,314.0,2012114840.0,0.4,0.2,SD,PIT,2012,0.32,0.28,12/09,2012-12/09-SD,2012-13-SD,0.0,0.0,0.0,
SEA-2012120912,3,0,0,28,0,5,3,0,0,8,0,3,22.0,11,14,50,3,1,4,6,0,0,13,550,2012120912,2,0,0,21,0,3,0,0,0,8,0,0,23,9,4,28,6,0,6,4,0,0,10,437,2012114605,0.38095238095238093,0.2857142857142857,3.0,0.0,0.0,28.0,0.0,5.0,3.0,0.0,0.0,8.0,0.0,3.0,22.0,11.0,14.0,50.0,3.0,1.0,4.0,6.0,0.0,0.0,550.0,2012120912.0,3.0,0.0,0.0,28.0,1.0,12.0,1.0,26.0,14.0,9.0,13.0,1.0,6.0,1.0,420.0,2012114838.0,0.42857142857142855,0.21428571428571427,SEA,ARI,2012,0.2857142857142857,0.17857142857142858,12/09,2012-12/09-SEA,2012-13-SEA,0.0,0.0,0.0,
SF-2012120910,2,1,0,18,0,3,2,0,0,8,0,2,19.0,6,9,27,4,3,5,3,0,0,13,424,2012120910,2,0,0,23,0,2,2,0,0,9,0,2,22,10,13,22,4,0,4,2,0,0,11,428,2012114870,0.391304347826087,0.17391304347826086,2.0,1.0,0.0,18.0,0.0,3.0,2.0,0.0,0.0,8.0,0.0,2.0,19.0,6.0,9.0,27.0,4.0,3.0,5.0,3.0,0.0,0.0,424.0,2012120910.0,1.0,0.0,0.0,22.0,1.0,8.0,2.0,24.0,13.0,10.0,18.0,1.0,4.0,1.0,400.0,2012114738.0,0.36363636363636365,0.18181818181818182,SF,MIA,2012,0.17391304347826086,0.22727272727272727,12/09,2012-12/09-SF,2012-13-SF,0.0,0.0,0.0,
STL-2012120908,2,0,0,25,0,1,0,0,0,10,0,0,24.0,20,1,15,8,1,4,2,1,1,13,418,2012120908,1,0,0,25,0,1,0,0,1,11,0,1,23,15,7,12,6,0,8,1,0,0,11,452,2012114839,0.44,0.32,2.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,24.0,20.0,1.0,15.0,8.0,1.0,4.0,2.0,1.0,1.0,418.0,2012120908.0,1.0,0.0,0.0,23.0,1.0,10.0,1.0,27.0,21.0,7.0,17.0,1.0,6.0,2.0,424.0,2012114736.0,0.43478260869565216,0.2608695652173913,STL,BUF,2012,0.24,0.21739130434782608,12/09,2012-12/09-STL,2012-13-STL,0.0,0.0,0.0,
TB-2012120907,3,0,0,25,0,3,0,0,0,12,0,0,26.0,21,3,21,10,0,3,3,0,0,13,399,2012120907,1,0,0,22,0,1,0,1,1,9,0,2,22,18,15,28,4,0,7,3,0,0,11,451,2012114839,0.4090909090909091,0.3181818181818182,3.0,0.0,0.0,25.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,26.0,21.0,3.0,21.0,10.0,0.0,3.0,3.0,0.0,0.0,399.0,2012120907.0,3.0,0.0,0.0,21.0,4.0,8.0,1.0,21.0,5.0,7.0,33.0,1.0,5.0,4.0,495.0,2012114871.0,0.38095238095238093,0.23809523809523808,TB,PHI,2012,0.18181818181818182,0.19047619047619047,12/09,2012-12/09-TB,2012-13-TB,0.0,0.0,0.0,
TEN-2012120903,1,0,0,20,0,1,2,1,1,10,1,3,23.0,16,15,22,3,0,8,2,0,0,13,378,2012120903,1,1,0,25,0,1,2,0,0,11,0,2,23,19,11,19,4,1,7,1,0,0,10,455,2012114604,0.44,0.28,1.0,0.0,0.0,20.0,0.0,1.0,2.0,1.0,1.0,10.0,1.0,3.0,23.0,16.0,15.0,22.0,3.0,0.0,8.0,2.0,0.0,0.0,378.0,2012120903.0,3.0,0.0,0.0,24.0,3.0,8.0,2.0,24.0,16.0,11.0,30.0,0.0,5.0,3.0,499.0,2012114837.0,0.3333333333333333,0.20833333333333334,TEN,IND,2012,0.16,0.20833333333333334,12/09,2012-12/09-TEN,2012-13-TEN,1.0,0.0,0.0,
WAS-2012120900,3,1,0,25,0,2,1,2,0,10,0,3,26.0,13,13,31,5,0,9,3,1,1,13,512,2012120900,3,1,0,21,0,3,0,0,0,8,0,1,20,6,7,28,4,1,5,3,0,0,11,459,2012114767,0.38095238095238093,0.23809523809523808,3.0,1.0,0.0,25.0,0.0,2.0,1.0,2.0,0.0,10.0,0.0,3.0,26.0,13.0,13.0,31.0,5.0,0.0,9.0,3.0,1.0,1.0,512.0,2012120900.0,1.0,0.0,0.0,24.0,1.0,11.0,2.0,23.0,16.0,8.0,17.0,0.0,8.0,1.0,418.0,2012114843.0,0.4583333333333333,0.3333333333333333,WAS,BAL,2012,0.19047619047619047,0.2916666666666667,12/09,2012-12/09-WAS,2012-13-WAS,0.3333333333333333,0.0,0.0,
ARI-2012121608,0,0,0,29,0,3,0,0,1,9,0,1,20.0,9,8,24,9,0,3,3,0,0,14,257,2012121608,2,0,0,26,0,0,0,0,0,11,0,1,23,21,4,13,7,0,5,1,0,0,12,364,2012117875,0.4230769230769231,0.19230769230769232,0.0,0.0,0.0,29.0,0.0,3.0,0.0,0.0,1.0,9.0,0.0,1.0,20.0,9.0,8.0,24.0,9.0,0.0,3.0,3.0,0.0,0.0,257.0,2012121608.0,3.0,0.0,0.0,28.0,3.0,13.0,1.0,26.0,20.0,11.0,31.0,0.0,7.0,4.0,540.0,2012117772.0,0.4642857142857143,0.25,ARI,DET,2012,0.2692307692307692,0.17857142857142858,12/16,2012-12/16-ARI,2012-14-ARI,0.0,0.0,0.0,
ATL-2012121601,4,1,0,19,0,4,2,0,0,7,0,2,19.0,5,10,34,2,3,3,4,0,0,14,395,2012121601,2,0,0,19,0,2,1,0,0,8,0,1,20,13,9,24,3,1,6,3,0,0,12,430,2012115437,0.42105263157894735,0.3157894736842105,4.0,1.0,0.0,19.0,0.0,4.0,2.0,0.0,0.0,7.0,0.0,2.0,19.0,5.0,10.0,34.0,2.0,3.0,3.0,4.0,0.0,0.0,395.0,2012121601.0,2.0,0.0,0.0,21.0,1.0,10.0,1.0,25.0,13.0,7.0,15.0,0.0,5.0,1.0,545.0,2012117907.0,0.47619047619047616,0.23809523809523808,ATL,NYG,2012,0.15789473684210525,0.14285714285714285,12/16,2012-12/16-ATL,2012-14-ATL,0.0,0.0,0.0,
BAL-2012121606,2,2,0,30,0,2,0,1,0,13,0,1,23.0,22,6,23,7,1,7,3,0,0,14,503,2012121606,3,0,0,24,0,2,1,0,0,11,0,1,26,16,8,21,6,1,6,2,0,0,12,495,2012117872,0.4583333333333333,0.25,2.0,2.0,0.0,30.0,0.0,2.0,0.0,1.0,0.0,13.0,0.0,1.0,23.0,22.0,6.0,23.0,7.0,1.0,7.0,3.0,0.0,0.0,503.0,2012121606.0,1.0,0.0,0.0,21.0,1.0,10.0,2.0,21.0,16.0,10.0,17.0,0.0,7.0,1.0,376.0,2012117771.0,0.47619047619047616,0.3333333333333333,BAL,DEN,2012,0.25,0.23809523809523808,12/16,2012-12/16-BAL,2012-14-BAL,0.0,0.0,0.0,
BUF-2012121610,7,0,0,22,0,2,0,1,0,12,0,1,28.0,18,6,23,4,0,8,3,0,0,14,583,2012121610,3,1,0,23,0,1,1,0,0,9,0,2,22,11,10,21,6,0,3,2,0,0,12,430,2012117872,0.391304347826087,0.13043478260869565,7.0,0.0,0.0,22.0,0.0,2.0,0.0,1.0,0.0,12.0,0.0,1.0,28.0,18.0,6.0,23.0,4.0,0.0,8.0,3.0,0.0,0.0,583.0,2012121610.0,3.0,0.0,0.0,22.0,1.0,10.0,0.0,24.0,13.0,4.0,15.0,0.0,7.0,2.0,440.0,2012117873.0,0.45454545454545453,0.3181818181818182,BUF,SEA,2012,0.2608695652173913,0.22727272727272727,12/16,2012-12/16-BUF,2012-14-BUF,0.3333333333333333,0.0,0.0,
CAR-2012121609,2,0,0,20,0,4,1,0,0,8,0,1,29.0,16,7,31,4,0,4,4,0,0,14,447,2012121609,3,0,0,18,0,3,1,0,0,8,0,1,22,11,7,27,3,1,5,3,0,0,12,498,2012117903,0.4444444444444444,0.2777777777777778,2.0,0.0,0.0,20.0,0.0,4.0,1.0,0.0,0.0,8.0,0.0,1.0,29.0,16.0,7.0,31.0,4.0,0.0,4.0,4.0,0.0,0.0,447.0,2012121609.0,2.0,0.0,0.0,24.0,2.0,11.0,2.0,28.0,19.0,8.0,24.0,1.0,8.0,2.0,466.0,2012117874.0,0.4583333333333333,0.3333333333333333,CAR,SD,2012,0.16666666666666666,0.25,12/16,2012-12/16-CAR,2012-14-CAR,0.0,0.0,0.0,
