offenseTeam,3rdDown,3rdDownSuccess,CompletePass,Drive,ExPointBad,ExPointGood,FG_30,FG_40,FG_50,FG_range,FieldGoalBad,FieldGoalGood,FirstDown,IncompletePass,Kicker_Pts,PointsScored,Punt,QB Kneel,RedZone,Touchdown,TwoPointConv,TwoPointGood,Week,Yards.Gained,gameid,3rdDown_rolling3,3rdDownSuccess_rolling3,CompletePass_rolling3,Drive_rolling3,ExPointBad_rolling3,ExPointGood_rolling3,FG_30_rolling3,FG_40_rolling3,FG_50_rolling3,FG_range_rolling3,FieldGoalBad_rolling3,FieldGoalGood_rolling3,FirstDown_rolling3,IncompletePass_rolling3,Kicker_Pts_rolling3,PointsScored_rolling3,Punt_rolling3,QB Kneel_rolling3,RedZone_rolling3,Touchdown_rolling3,TwoPointConv_rolling3,TwoPointGood_rolling3,Week_rolling3,Yards.Gained_rolling3,gameid_rolling3,FG_range_per_drive,RZ_per_drive,DEF_3rdDown,DEF_3rdDownSuccess,DEF_CompletePass,DEF_Drive,DEF_ExPointBad,DEF_ExPointGood,DEF_FG_30,DEF_FG_40,DEF_FG_50,DEF_FG_range,DEF_FieldGoalBad,DEF_FieldGoalGood,DEF_FirstDown,DEF_IncompletePass,DEF_Kicker_Pts,DEF_PointsScored,DEF_Punt,DEF_QB Kneel,DEF_RedZone,DEF_Touchdown,DEF_TwoPointConv,DEF_TwoPointGood,DEF_Yards.Gained,DEF_gameid,DEF_3rdDown_rolling3,DEF_3rdDownSuccess_rolling3,DEF_CompletePass_rolling3,DEF_Drive_rolling3,DEF_ExPointGood_rolling3,DEF_FG_range_rolling3,DEF_FieldGoalGood_rolling3,DEF_FirstDown_rolling3,DEF_IncompletePass_rolling3,DEF_Kicker_Pts_rolling3,DEF_PointsScored_rolling3,DEF_QB Kneel_rolling3,DEF_RedZone_rolling3,DEF_Touchdown_rolling3,DEF_Yards.Gained_rolling3,DEF_gameid_rolling3,DEF_FG_range_per_drive,DEF_RZ_per_drive,offenseTeam,defenseTeam,Season,punts_per_drive,DEF_punts_per_drive,date,mergeCode,mergeCode2,3rdDown_rate,Completion_pct,DEF_Completion_pct,TwoPoint_conv_rate
CHI-2009110102,3,2,0,27,0,2,3,0,0,9,0,3,21.0,14,11,23,5,2,2,2,0,0,7,388,2009110102,3,0,0,21,0,3,0,0,0,7,0,1,18,13,6,25,3,0,1,3,0,0,4,438,2009101570,0.3333333333333333,0.047619047619047616,3.0,2.0,0.0,27.0,0.0,2.0,3.0,0.0,0.0,9.0,0.0,3.0,21.0,14.0,11.0,23.0,5.0,2.0,2.0,2.0,0.0,0.0,388.0,2009110102.0,2.0,0.0,0.0,22.0,2.0,9.0,1.0,26.0,12.0,7.0,22.0,1.0,6.0,2.0,489.0,2009101802.0,0.4090909090909091,0.2727272727272727,CHI,CLE,2009,0.14285714285714285,0.13636363636363635,11/01,2009-11/01-CHI,2009-7-CHI,0.0,0.0,0.0,
CLE-2009110102,3,2,0,26,1,0,0,0,0,12,1,0,17.0,13,-1,12,6,0,7,2,0,0,7,469,2009110102,3,1,0,22,0,0,1,0,0,7,0,1,18,17,3,7,6,0,3,0,0,0,5,275,2009101802,0.3181818181818182,0.13636363636363635,3.0,2.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,17.0,13.0,-1.0,12.0,6.0,0.0,7.0,2.0,0.0,0.0,469.0,2009110102.0,3.0,1.0,0.0,22.0,4.0,9.0,1.0,25.0,12.0,6.0,31.0,0.0,5.0,4.0,522.0,2009101570.0,0.4090909090909091,0.22727272727272727,CLE,CHI,2009,0.2727272727272727,0.13636363636363635,11/01,2009-11/01-CLE,2009-7-CLE,0.3333333333333333,0.0,0.0,
DAL-2009110103,4,0,0,23,0,4,0,2,0,10,1,1,27.0,18,11,31,4,0,5,4,0,0,7,422,2009110103,3,0,0,23,0,2,1,1,0,10,0,2,22,13,9,22,4,1,5,2,0,0,4,514,2009101341,0.43478260869565216,0.21739130434782608,4.0,0.0,0.0,23.0,0.0,4.0,0.0,2.0,0.0,10.0,1.0,1.0,27.0,18.0,11.0,31.0,4.0,0.0,5.0,4.0,0.0,0.0,422.0,2009110103.0,2.0,0.0,0.0,22.0,2.0,8.0,1.0,22.0,11.0,6.0,22.0,0.0,5.0,2.0,420.0,2009101107.0,0.36363636363636365,0.22727272727272727,DAL,SEA,2009,0.17391304347826086,0.22727272727272727,11/01,2009-11/01-DAL,2009-7-DAL,0.0,0.0,0.0,
DEN-2009110100,0,0,0,22,0,1,0,0,0,11,0,0,23.0,16,1,7,8,0,8,1,0,0,7,347,2009110100,1,0,0,22,0,2,1,0,0,10,0,1,23,12,10,23,5,1,4,2,0,0,4,495,2009101140,0.45454545454545453,0.18181818181818182,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,23.0,16.0,1.0,7.0,8.0,0.0,8.0,1.0,0.0,0.0,347.0,2009110100.0,1.0,0.0,0.0,22.0,2.0,10.0,2.0,24.0,12.0,11.0,29.0,1.0,5.0,3.0,473.0,2009101103.0,0.45454545454545453,0.22727272727272727,DEN,BAL,2009,0.22727272727272727,0.18181818181818182,11/01,2009-11/01-DEN,2009-7-DEN,0.0,0.0,0.0,
DET-2009110104,2,0,0,20,0,0,0,0,0,11,0,0,22.0,20,0,8,7,0,8,1,1,1,7,404,2009110104,2,1,0,22,0,1,0,1,0,10,0,1,25,16,6,13,4,0,5,1,0,0,4,469,2009101101,0.45454545454545453,0.22727272727272727,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,22.0,20.0,0.0,8.0,7.0,0.0,8.0,1.0,1.0,1.0,404.0,2009110104.0,4.0,0.0,0.0,20.0,3.0,9.0,0.0,26.0,12.0,7.0,31.0,0.0,5.0,4.0,503.0,2009101804.0,0.45,0.25,DET,STL,2009,0.18181818181818182,0.15,11/01,2009-11/01-DET,2009-7-DET,0.5,0.0,0.0,
GB-2009110105,3,0,0,27,0,2,2,0,1,12,1,2,25.0,17,12,26,5,0,6,3,1,0,7,569,2009110105,3,1,0,20,0,2,1,0,0,7,0,2,24,8,10,24,2,0,5,2,0,0,4,568,2009101600,0.35,0.25,3.0,0.0,0.0,27.0,0.0,2.0,2.0,0.0,1.0,12.0,1.0,2.0,25.0,17.0,12.0,26.0,5.0,0.0,6.0,3.0,1.0,0.0,569.0,2009110105.0,2.0,0.0,0.0,22.0,2.0,9.0,1.0,24.0,12.0,7.0,22.0,0.0,5.0,2.0,529.0,2009101804.0,0.4090909090909091,0.22727272727272727,GB,MIN,2009,0.1,0.22727272727272727,11/01,2009-11/01-GB,2009-7-GB,0.3333333333333333,0.0,0.0,
HOU-2009110101,4,1,0,23,0,2,2,1,0,10,0,3,25.0,9,12,31,1,4,4,3,1,1,7,501,2009110101,4,0,0,24,0,3,0,0,0,9,0,0,27,13,8,26,5,1,4,3,0,0,5,503,2009101803,0.375,0.16666666666666666,4.0,1.0,0.0,23.0,0.0,2.0,2.0,1.0,0.0,10.0,0.0,3.0,25.0,9.0,12.0,31.0,1.0,4.0,4.0,3.0,1.0,1.0,501.0,2009110101.0,0.0,0.0,0.0,26.0,0.0,12.0,1.0,26.0,18.0,7.0,8.0,0.0,6.0,0.0,420.0,2009101806.0,0.46153846153846156,0.23076923076923078,HOU,BUF,2009,0.20833333333333334,0.23076923076923078,11/01,2009-11/01-HOU,2009-7-HOU,0.0,0.0,0.0,
IND-2009110106,1,0,0,26,0,0,3,1,0,11,0,4,24.0,18,13,18,7,0,5,1,1,0,7,518,2009110106,3,0,0,20,0,4,1,0,0,8,0,1,24,10,7,33,3,0,5,4,0,0,4,472,2009101340,0.4,0.25,1.0,0.0,0.0,26.0,0.0,0.0,3.0,1.0,0.0,11.0,0.0,4.0,24.0,18.0,13.0,18.0,7.0,0.0,5.0,1.0,1.0,0.0,518.0,2009110106.0,3.0,0.0,0.0,23.0,3.0,10.0,0.0,23.0,11.0,8.0,27.0,1.0,5.0,3.0,442.0,2009101340.0,0.43478260869565216,0.21739130434782608,IND,SF,2009,0.15,0.21739130434782608,11/01,2009-11/01-IND,2009-7-IND,0.0,0.0,0.0,
JAC-2009110109,1,1,0,22,1,1,0,0,0,10,1,0,16.0,17,0,13,7,0,8,2,0,0,7,526,2009110109,3,0,0,23,0,2,1,0,1,9,0,1,26,14,10,24,5,1,3,3,0,0,4,511,2009101105,0.391304347826087,0.13043478260869565,1.0,1.0,0.0,22.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,16.0,17.0,0.0,13.0,7.0,0.0,8.0,2.0,0.0,0.0,526.0,2009110109.0,3.0,0.0,0.0,24.0,5.0,7.0,1.0,25.0,9.0,14.0,42.0,2.0,2.0,5.0,549.0,2009101108.0,0.2916666666666667,0.08333333333333333,JAC,TEN,2009,0.21739130434782608,0.08333333333333333,11/01,2009-11/01-JAC,2009-7-JAC,0.0,0.0,0.0,
MIA-2009110107,2,0,0,27,0,2,0,1,0,9,0,1,14.0,11,6,23,7,3,7,3,1,0,7,270,2009110107,2,0,0,24,0,4,1,0,0,9,0,1,22,12,8,36,5,0,4,4,0,0,4,494,2009101372,0.375,0.16666666666666666,2.0,0.0,0.0,27.0,0.0,2.0,0.0,1.0,0.0,9.0,0.0,1.0,14.0,11.0,6.0,23.0,7.0,3.0,7.0,3.0,1.0,0.0,270.0,2009110107.0,3.0,0.0,0.0,23.0,1.0,9.0,1.0,24.0,13.0,7.0,15.0,0.0,5.0,1.0,454.0,2009101839.0,0.391304347826087,0.21739130434782608,MIA,NYJ,2009,0.20833333333333334,0.21739130434782608,11/01,2009-11/01-MIA,2009-7-MIA,0.0,0.0,0.0,
MIN-2009110105,4,3,0,26,0,5,0,1,0,6,0,1,17.0,11,9,38,3,0,1,5,0,0,7,548,2009110105,3,0,0,22,0,3,1,0,0,10,0,2,23,11,9,31,4,0,4,3,0,0,5,517,2009101804,0.45454545454545453,0.18181818181818182,4.0,3.0,0.0,26.0,0.0,5.0,0.0,1.0,0.0,6.0,0.0,1.0,17.0,11.0,9.0,38.0,3.0,0.0,1.0,5.0,0.0,0.0,548.0,2009110105.0,2.0,0.0,0.0,20.0,1.0,7.0,0.0,19.0,14.0,2.0,12.0,0.0,3.0,1.0,304.0,2009101600.0,0.35,0.15,MIN,GB,2009,0.18181818181818182,0.2,11/01,2009-11/01-MIN,2009-7-MIN,0.0,0.0,0.0,
NO-2009110200,5,2,0,25,0,5,1,0,0,11,1,0,25.0,10,7,35,2,1,7,5,0,0,7,546,2009110200,3,0,0,25,0,3,0,0,0,10,0,1,26,12,7,34,4,0,4,4,0,0,4,559,2009101574,0.4,0.16,5.0,2.0,0.0,25.0,0.0,5.0,1.0,0.0,0.0,11.0,1.0,0.0,25.0,10.0,7.0,35.0,2.0,1.0,7.0,5.0,0.0,0.0,546.0,2009110200.0,3.0,0.0,0.0,23.0,2.0,9.0,1.0,20.0,17.0,7.0,18.0,1.0,4.0,2.0,442.0,2009101809.0,0.391304347826087,0.17391304347826086,NO,ATL,2009,0.16,0.17391304347826086,11/02,2009-11/02-NO,2009-7-NO,0.0,0.0,0.0,
NYG-2009110111,3,0,0,24,0,2,0,2,0,10,1,1,25.0,19,9,17,3,0,2,2,0,0,7,567,2009110111,2,1,0,25,0,3,1,0,0,10,0,2,22,16,9,29,4,0,5,3,0,0,5,504,2009101806,0.4,0.2,3.0,0.0,0.0,24.0,0.0,2.0,0.0,2.0,0.0,10.0,1.0,1.0,25.0,19.0,9.0,17.0,3.0,0.0,2.0,2.0,0.0,0.0,567.0,2009110111.0,2.0,1.0,0.0,25.0,1.0,11.0,1.0,25.0,18.0,5.0,18.0,1.0,6.0,2.0,468.0,2009101838.0,0.44,0.24,NYG,PHI,2009,0.16,0.24,11/01,2009-11/01-NYG,2009-7-NYG,0.5,0.0,0.0,
NYJ-2009110107,1,0,0,26,0,1,1,0,1,11,0,2,27.0,18,9,33,7,0,3,4,3,1,7,514,2009110107,3,0,0,23,0,3,1,1,0,10,0,1,24,14,10,28,4,0,5,3,0,0,5,470,2009101839,0.43478260869565216,0.21739130434782608,1.0,0.0,0.0,26.0,0.0,1.0,1.0,0.0,1.0,11.0,0.0,2.0,27.0,18.0,9.0,33.0,7.0,0.0,3.0,4.0,3.0,1.0,514.0,2009110107.0,3.0,1.0,0.0,23.0,2.0,9.0,1.0,22.0,14.0,10.0,29.0,0.0,5.0,3.0,487.0,2009101372.0,0.391304347826087,0.21739130434782608,NYJ,MIA,2009,0.17391304347826086,0.17391304347826086,11/01,2009-11/01-NYJ,2009-7-NYJ,0.0,0.0,0.0,
OAK-2009110108,2,0,0,19,0,1,1,2,0,6,0,3,16.0,8,12,16,4,0,3,1,0,0,7,342,2009110108,2,0,0,24,0,0,0,0,0,12,0,0,21,10,3,6,6,1,7,0,0,0,5,352,2009101807,0.5,0.2916666666666667,2.0,0.0,0.0,19.0,0.0,1.0,1.0,2.0,0.0,6.0,0.0,3.0,16.0,8.0,12.0,16.0,4.0,0.0,3.0,1.0,0.0,0.0,342.0,2009110108.0,2.0,1.0,0.0,22.0,3.0,9.0,1.0,21.0,13.0,8.0,28.0,1.0,2.0,3.0,524.0,2009101605.0,0.4090909090909091,0.09090909090909091,OAK,SD,2009,0.25,0.18181818181818182,11/01,2009-11/01-OAK,2009-7-OAK,0.0,0.0,0.0,
PHI-2009110111,2,1,0,23,1,4,2,0,0,7,1,2,16.0,6,9,40,3,1,3,5,0,0,7,520,2009110111,1,0,0,25,0,2,0,2,0,9,0,2,20,14,12,20,7,2,5,2,0,0,5,364,2009101838,0.36,0.2,2.0,1.0,0.0,23.0,1.0,4.0,2.0,0.0,0.0,7.0,1.0,2.0,16.0,6.0,9.0,40.0,3.0,1.0,3.0,5.0,0.0,0.0,520.0,2009110111.0,3.0,0.0,0.0,26.0,3.0,10.0,0.0,21.0,10.0,4.0,28.0,1.0,5.0,4.0,459.0,2009101806.0,0.38461538461538464,0.19230769230769232,PHI,NYG,2009,0.28,0.23076923076923078,11/01,2009-11/01-PHI,2009-7-PHI,0.0,0.0,0.0,
SD-2009110108,3,0,0,20,0,3,1,0,0,8,0,1,23.0,10,6,24,3,3,4,3,0,0,7,422,2009110108,2,0,0,22,0,2,1,1,0,9,0,2,20,14,13,26,4,1,4,3,0,0,4,485,2009101605,0.4090909090909091,0.18181818181818182,3.0,0.0,0.0,20.0,0.0,3.0,1.0,0.0,0.0,8.0,0.0,1.0,23.0,10.0,6.0,24.0,3.0,3.0,4.0,3.0,0.0,0.0,422.0,2009110108.0,3.0,0.0,0.0,24.0,3.0,9.0,2.0,23.0,13.0,14.0,30.0,0.0,4.0,3.0,436.0,2009101807.0,0.375,0.16666666666666666,SD,OAK,2009,0.18181818181818182,0.16666666666666666,11/01,2009-11/01-SD,2009-7-SD,0.0,0.0,0.0,
SEA-2009110103,2,1,0,24,0,2,0,1,0,12,0,1,23.0,17,6,23,6,0,8,3,0,0,7,494,2009110103,2,1,0,22,0,2,1,0,0,9,0,1,22,16,6,18,5,1,5,2,0,0,4,374,2009101107,0.4090909090909091,0.22727272727272727,2.0,1.0,0.0,24.0,0.0,2.0,0.0,1.0,0.0,12.0,0.0,1.0,23.0,17.0,6.0,23.0,6.0,0.0,8.0,3.0,0.0,0.0,494.0,2009110103.0,1.0,0.0,0.0,23.0,2.0,10.0,1.0,25.0,17.0,7.0,23.0,0.0,6.0,3.0,440.0,2009101341.0,0.43478260869565216,0.2608695652173913,SEA,DAL,2009,0.22727272727272727,0.2608695652173913,11/01,2009-11/01-SEA,2009-7-SEA,0.5,0.0,0.0,
SF-2009110106,1,0,0,25,0,2,0,0,0,12,0,0,24.0,13,2,14,8,0,6,2,0,0,7,440,2009110106,2,0,0,23,0,2,0,0,0,9,0,0,21,16,5,17,5,0,4,2,0,0,4,420,2009101340,0.391304347826087,0.17391304347826086,1.0,0.0,0.0,25.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,24.0,13.0,2.0,14.0,8.0,0.0,6.0,2.0,0.0,0.0,440.0,2009110106.0,2.0,1.0,0.0,21.0,0.0,10.0,2.0,22.0,14.0,8.0,12.0,0.0,4.0,1.0,419.0,2009101340.0,0.47619047619047616,0.19047619047619047,SF,IND,2009,0.21739130434782608,0.19047619047619047,11/01,2009-11/01-SF,2009-7-SF,0.0,0.0,0.0,
STL-2009110104,3,1,0,21,0,2,0,1,0,8,0,1,26.0,20,6,17,5,2,4,2,0,0,7,419,2009110104,1,0,0,20,0,0,1,0,0,9,0,1,23,12,6,13,4,0,4,1,0,0,5,482,2009101804,0.45,0.2,3.0,1.0,0.0,21.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,1.0,26.0,20.0,6.0,17.0,5.0,2.0,4.0,2.0,0.0,0.0,419.0,2009110104.0,2.0,1.0,0.0,22.0,4.0,6.0,2.0,19.0,8.0,11.0,37.0,1.0,2.0,4.0,495.0,2009101101.0,0.2727272727272727,0.09090909090909091,STL,DET,2009,0.2,0.13636363636363635,11/01,2009-11/01-STL,2009-7-STL,0.0,0.0,0.0,
TEN-2009110109,3,0,0,23,0,3,1,2,0,10,0,3,19.0,3,14,30,4,2,3,3,0,0,7,460,2009110109,1,0,0,24,0,0,0,1,0,11,0,1,21,17,5,8,5,1,7,0,0,0,4,396,2009101108,0.4583333333333333,0.2916666666666667,3.0,0.0,0.0,23.0,0.0,3.0,1.0,2.0,0.0,10.0,0.0,3.0,19.0,3.0,14.0,30.0,4.0,2.0,3.0,3.0,0.0,0.0,460.0,2009110109.0,2.0,0.0,0.0,22.0,1.0,9.0,1.0,22.0,15.0,7.0,21.0,1.0,5.0,2.0,435.0,2009101105.0,0.4090909090909091,0.22727272727272727,TEN,JAC,2009,0.20833333333333334,0.18181818181818182,11/01,2009-11/01-TEN,2009-7-TEN,0.0,0.0,0.0,
ARI-2009110801,5,0,0,23,0,5,1,1,0,8,0,2,26.0,12,12,41,4,0,3,5,0,0,8,523,2009110801,2,0,0,26,0,3,1,0,0,9,0,1,25,15,6,26,6,1,6,3,0,0,6,452,2009104810,0.34615384615384615,0.23076923076923078,5.0,0.0,0.0,23.0,0.0,5.0,1.0,1.0,0.0,8.0,0.0,2.0,26.0,12.0,12.0,41.0,4.0,0.0,3.0,5.0,0.0,0.0,523.0,2009110801.0,3.0,1.0,0.0,22.0,3.0,9.0,0.0,20.0,10.0,3.0,26.0,0.0,4.0,3.0,468.0,2009104804.0,0.4090909090909091,0.18181818181818182,ARI,CHI,2009,0.23076923076923078,0.18181818181818182,11/08,2009-11/08-ARI,2009-8-ARI,0.0,0.0,0.0,
ATL-2009110800,1,0,0,18,0,3,1,0,0,6,0,1,17.0,7,6,24,3,3,1,3,0,0,8,439,2009110800,2,0,0,22,0,2,0,0,0,9,0,0,23,18,7,28,4,0,5,4,0,0,6,507,2009104840,0.4090909090909091,0.22727272727272727,1.0,0.0,0.0,18.0,0.0,3.0,1.0,0.0,0.0,6.0,0.0,1.0,17.0,7.0,6.0,24.0,3.0,3.0,1.0,3.0,0.0,0.0,439.0,2009110800.0,1.0,1.0,0.0,24.0,1.0,8.0,2.0,21.0,11.0,9.0,16.0,2.0,4.0,1.0,357.0,2009101836.0,0.3333333333333333,0.16666666666666666,ATL,WAS,2009,0.18181818181818182,0.25,11/08,2009-11/08-ATL,2009-8-ATL,0.0,0.0,0.0,
BAL-2009110802,1,0,0,23,0,1,1,0,0,11,1,0,24.0,16,3,7,5,0,4,1,0,0,8,342,2009110802,1,0,0,22,0,2,1,0,0,9,0,1,20,9,8,24,5,0,4,3,0,0,5,483,2009104334,0.4090909090909091,0.18181818181818182,1.0,0.0,0.0,23.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,0.0,24.0,16.0,3.0,7.0,5.0,0.0,4.0,1.0,0.0,0.0,342.0,2009110802.0,3.0,0.0,0.0,21.0,2.0,9.0,0.0,24.0,11.0,4.0,15.0,0.0,2.0,2.0,456.0,2009101800.0,0.42857142857142855,0.09523809523809523,BAL,CIN,2009,0.22727272727272727,0.19047619047619047,11/08,2009-11/08-BAL,2009-8-BAL,0.0,0.0,0.0,
CAR-2009110807,1,1,0,22,0,2,2,0,0,9,0,2,26.0,12,8,26,3,0,4,3,0,0,8,471,2009110807,2,0,0,24,0,2,1,0,0,10,0,0,22,11,8,22,5,0,5,3,0,0,6,444,2009104807,0.4166666666666667,0.20833333333333334,1.0,1.0,0.0,22.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,2.0,26.0,12.0,8.0,26.0,3.0,0.0,4.0,3.0,0.0,0.0,471.0,2009110807.0,2.0,0.0,0.0,26.0,3.0,10.0,2.0,22.0,20.0,11.0,35.0,0.0,3.0,4.0,571.0,2009104838.0,0.38461538461538464,0.11538461538461539,CAR,NO,2009,0.20833333333333334,0.15384615384615385,11/08,2009-11/08-CAR,2009-8-CAR,0.0,0.0,0.0,
CHI-2009110801,4,1,0,24,0,3,0,1,0,11,0,0,27.0,18,7,21,4,0,4,3,0,0,8,670,2009110801,3,0,0,22,0,1,1,0,0,9,0,1,22,15,5,15,4,0,2,1,0,0,6,434,2009104804,0.4090909090909091,0.09090909090909091,4.0,1.0,0.0,24.0,0.0,3.0,0.0,1.0,0.0,11.0,0.0,0.0,27.0,18.0,7.0,21.0,4.0,0.0,4.0,3.0,0.0,0.0,670.0,2009110801.0,2.0,1.0,0.0,26.0,1.0,11.0,1.0,18.0,16.0,5.0,15.0,0.0,7.0,1.0,362.0,2009104810.0,0.4230769230769231,0.2692307692307692,CHI,ARI,2009,0.18181818181818182,0.2692307692307692,11/08,2009-11/08-CHI,2009-8-CHI,0.0,0.0,0.0,
CIN-2009110802,2,0,0,22,0,2,1,0,0,9,0,1,26.0,14,5,17,5,0,6,2,0,0,8,448,2009110802,3,0,0,21,0,3,1,0,0,10,0,1,23,11,9,28,4,1,4,3,0,0,5,468,2009101800,0.47619047619047616,0.19047619047619047,2.0,0.0,0.0,22.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,1.0,26.0,14.0,5.0,17.0,5.0,0.0,6.0,2.0,0.0,0.0,448.0,2009110802.0,1.0,0.0,0.0,22.0,2.0,11.0,1.0,23.0,13.0,8.0,21.0,0.0,6.0,2.0,444.0,2009104334.0,0.5,0.2727272727272727,CIN,BAL,2009,0.19047619047619047,0.22727272727272727,11/08,2009-11/08-CIN,2009-8-CIN,0.0,0.0,0.0,
DAL-2009110811,4,1,0,22,0,2,2,0,0,7,0,2,22.0,13,8,20,5,3,3,2,0,0,8,497,2009110811,3,0,0,23,0,3,1,1,0,9,0,2,22,13,11,29,3,1,4,3,0,0,5,508,2009104572,0.391304347826087,0.17391304347826086,4.0,1.0,0.0,22.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,2.0,22.0,13.0,8.0,20.0,5.0,3.0,3.0,2.0,0.0,0.0,497.0,2009110811.0,2.0,0.0,0.0,26.0,1.0,11.0,1.0,25.0,15.0,7.0,17.0,1.0,5.0,2.0,494.0,2009104839.0,0.4230769230769231,0.19230769230769232,DAL,PHI,2009,0.13043478260869565,0.19230769230769232,11/08,2009-11/08-DAL,2009-8-DAL,0.0,0.0,0.0,
DEN-2009110900,2,1,0,22,0,0,0,1,0,11,0,1,22.0,15,4,9,7,0,5,1,0,0,8,381,2009110900,1,0,0,22,0,2,1,0,0,10,0,1,23,14,8,20,5,0,4,2,0,0,5,471,2009104370,0.45454545454545453,0.18181818181818182,2.0,1.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,1.0,22.0,15.0,4.0,9.0,7.0,0.0,5.0,1.0,0.0,0.0,381.0,2009110900.0,3.0,0.0,0.0,21.0,1.0,9.0,1.0,24.0,17.0,6.0,18.0,0.0,3.0,2.0,482.0,2009101804.0,0.42857142857142855,0.14285714285714285,DEN,PIT,2009,0.22727272727272727,0.19047619047619047,11/09,2009-11/09-DEN,2009-8-DEN,0.0,0.0,0.0,
DET-2009110808,5,1,0,26,0,2,1,2,1,9,1,2,23.0,19,17,26,2,0,3,3,0,0,8,494,2009110808,2,0,0,20,0,0,0,1,0,9,0,0,22,16,4,7,5,0,5,0,0,0,5,393,2009104336,0.45,0.25,5.0,1.0,0.0,26.0,0.0,2.0,1.0,2.0,1.0,9.0,1.0,2.0,23.0,19.0,17.0,26.0,2.0,0.0,3.0,3.0,0.0,0.0,494.0,2009110808.0,2.0,0.0,0.0,22.0,2.0,9.0,1.0,24.0,13.0,6.0,21.0,0.0,5.0,2.0,404.0,2009104341.0,0.4090909090909091,0.22727272727272727,DET,SEA,2009,0.25,0.2727272727272727,11/08,2009-11/08-DET,2009-8-DET,0.0,0.0,0.0,
GB-2009110806,4,0,0,29,0,4,0,0,0,12,0,0,24.0,18,4,40,7,0,7,6,0,0,8,580,2009110806,3,0,0,22,0,2,2,0,0,8,0,2,25,10,12,27,3,0,5,3,0,0,6,559,2009104802,0.36363636363636365,0.22727272727272727,4.0,0.0,0.0,29.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,24.0,18.0,4.0,40.0,7.0,0.0,7.0,6.0,0.0,0.0,580.0,2009110806.0,2.0,0.0,0.0,23.0,4.0,8.0,0.0,21.0,9.0,7.0,31.0,1.0,3.0,4.0,442.0,2009101806.0,0.34782608695652173,0.13043478260869565,GB,TB,2009,0.13636363636363635,0.17391304347826086,11/08,2009-11/08-GB,2009-8-GB,0.0,0.0,0.0,
HOU-2009110803,4,0,0,21,0,2,0,1,1,10,1,1,27.0,9,10,17,4,0,6,2,0,0,8,507,2009110803,4,0,0,23,0,3,1,0,0,9,0,1,26,10,10,27,3,2,3,3,0,0,6,490,2009104801,0.391304347826087,0.13043478260869565,4.0,0.0,0.0,21.0,0.0,2.0,0.0,1.0,1.0,10.0,1.0,1.0,27.0,9.0,10.0,17.0,4.0,0.0,6.0,2.0,0.0,0.0,507.0,2009110803.0,1.0,0.0,0.0,22.0,0.0,10.0,1.0,21.0,14.0,7.0,11.0,0.0,5.0,1.0,419.0,2009104574.0,0.45454545454545453,0.22727272727272727,HOU,IND,2009,0.13043478260869565,0.22727272727272727,11/08,2009-11/08-HOU,2009-8-HOU,0.0,0.0,0.0,
IND-2009110803,4,0,0,20,0,2,2,0,0,8,0,2,34.0,22,8,20,3,0,4,2,0,0,8,410,2009110803,2,0,0,22,0,3,1,0,0,9,0,1,24,12,8,28,5,0,5,3,0,0,5,489,2009104574,0.4090909090909091,0.22727272727272727,4.0,0.0,0.0,20.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,2.0,34.0,22.0,8.0,20.0,3.0,0.0,4.0,2.0,0.0,0.0,410.0,2009110803.0,1.0,0.0,0.0,22.0,2.0,10.0,0.0,19.0,11.0,6.0,16.0,0.0,5.0,2.0,508.0,2009104801.0,0.45454545454545453,0.22727272727272727,IND,HOU,2009,0.22727272727272727,0.2727272727272727,11/08,2009-11/08-IND,2009-8-IND,0.0,0.0,0.0,
JAC-2009110804,4,1,0,23,0,3,1,0,1,9,1,1,22.0,9,10,24,4,2,7,3,0,0,8,485,2009110804,2,0,0,22,0,1,0,0,0,11,0,0,23,15,3,16,6,0,5,2,0,0,5,506,2009104340,0.5,0.22727272727272727,4.0,1.0,0.0,23.0,0.0,3.0,1.0,0.0,1.0,9.0,1.0,1.0,22.0,9.0,10.0,24.0,4.0,2.0,7.0,3.0,0.0,0.0,485.0,2009110804.0,2.0,0.0,0.0,25.0,1.0,10.0,2.0,19.0,13.0,11.0,20.0,1.0,5.0,2.0,506.0,2009101804.0,0.4,0.2,JAC,KC,2009,0.2727272727272727,0.2,11/08,2009-11/08-JAC,2009-8-JAC,0.0,0.0,0.0,
