offenseTeam,3rdDown,3rdDownSuccess,CompletePass,Drive,ExPointBad,ExPointGood,FG_30,FG_40,FG_50,FG_range,FieldGoalBad,FieldGoalGood,FirstDown,IncompletePass,Kicker_Pts,PointsScored,Punt,QB Kneel,RedZone,Touchdown,TwoPointConv,TwoPointGood,Week,Yards.Gained,gameid,3rdDown_rolling3,3rdDownSuccess_rolling3,CompletePass_rolling3,Drive_rolling3,ExPointBad_rolling3,ExPointGood_rolling3,FG_30_rolling3,FG_40_rolling3,FG_50_rolling3,FG_range_rolling3,FieldGoalBad_rolling3,FieldGoalGood_rolling3,FirstDown_rolling3,IncompletePass_rolling3,Kicker_Pts_rolling3,PointsScored_rolling3,Punt_rolling3,QB Kneel_rolling3,RedZone_rolling3,Touchdown_rolling3,TwoPointConv_rolling3,TwoPointGood_rolling3,Week_rolling3,Yards.Gained_rolling3,gameid_rolling3,FG_range_per_drive,RZ_per_drive,DEF_3rdDownSuccess,DEF_FirstDown,DEF_Yards.Gained,DEF_3rdDown_rolling3,DEF_3rdDownSuccess_rolling3,DEF_CompletePass_rolling3,DEF_Drive_rolling3,DEF_ExPointGood_rolling3,DEF_FG_range_rolling3,DEF_FieldGoalGood_rolling3,DEF_FirstDown_rolling3,DEF_IncompletePass_rolling3,DEF_Kicker_Pts_rolling3,DEF_PointsScored_rolling3,DEF_RedZone_rolling3,DEF_Touchdown_rolling3,DEF_Yards.Gained_rolling3,DEF_FG_range_per_drive,DEF_RZ_per_drive,offenseTeam,defenseTeam,Season,punts_per_drive,DEF_punts_per_drive,date,mergeCode,mergeCode2,3rdDown_rate,Completion_pct,DEF_Completion_pct,TwoPoint_conv_rate
CAR-2013102400,2,0,0,22,0,4,1,0,0,8,0,1,23.0,10,7,31,5,2,5,4,0,0,7,374,2013102400,2,0,0,21,0,3,1,0,0,8,0,1,22,6,9,29,3,3,4,3,0,0,6,378,2013101902,0.38095238095238093,0.19047619047619047,0.0,23.0,374.0,2.0,0.0,0.0,21.0,3.0,8.0,1.0,20.0,8.0,6.0,30.0,5.0,4.0,414.0,0.38095238095238093,0.23809523809523808,CAR,TB,2013,0.14285714285714285,0.19047619047619047,10/24,2013-10/24-CAR,2013-7-CAR,0.0,0.0,0.0,
CIN-2013102707,5,2,0,22,0,5,0,0,0,9,0,0,20.0,12,5,35,3,0,4,5,0,0,7,550,2013102707,4,0,0,22,0,3,0,1,0,9,0,1,24,12,11,30,4,0,6,3,0,0,6,532,2013102003,0.4090909090909091,0.2727272727272727,2.0,20.0,550.0,2.0,0.0,0.0,23.0,2.0,10.0,2.0,22.0,15.0,9.0,26.0,5.0,3.0,468.0,0.43478260869565216,0.21739130434782608,CIN,NYJ,2013,0.18181818181818182,0.21739130434782608,10/27,2013-10/27-CIN,2013-7-CIN,0.0,0.0,0.0,
CLE-2013102702,0,0,0,23,0,2,0,1,0,10,0,1,20.0,14,6,17,6,0,7,2,0,0,7,502,2013102702,1,0,0,22,0,1,0,1,0,9,0,1,24,19,7,15,5,0,6,1,0,0,6,458,2013102002,0.4090909090909091,0.2727272727272727,0.0,20.0,502.0,0.0,0.0,0.0,23.0,1.0,10.0,1.0,22.0,14.0,7.0,15.0,8.0,1.0,405.0,0.43478260869565216,0.34782608695652173,CLE,KC,2013,0.22727272727272727,0.2608695652173913,10/27,2013-10/27-CLE,2013-7-CLE,0.0,0.0,0.0,
DAL-2013102700,1,0,0,29,0,3,0,1,2,11,0,3,17.0,17,17,30,7,1,4,3,0,0,7,405,2013102700,2,0,0,26,0,2,0,0,0,10,0,1,23,17,9,23,7,1,4,2,0,0,6,394,2013102006,0.38461538461538464,0.15384615384615385,0.0,17.0,405.0,2.0,0.0,0.0,24.0,2.0,10.0,2.0,23.0,15.0,12.0,24.0,6.0,2.0,431.0,0.4166666666666667,0.25,DAL,DET,2013,0.2692307692307692,0.20833333333333334,10/27,2013-10/27-DAL,2013-7-DAL,0.0,0.0,0.0,
DEN-2013102709,4,1,0,29,0,5,1,0,0,10,0,1,31.0,14,8,44,3,4,7,6,0,0,7,521,2013102709,4,1,0,29,0,4,0,0,0,11,0,1,29,18,7,41,4,2,9,5,0,0,6,514,2013102009,0.3793103448275862,0.3103448275862069,1.0,31.0,521.0,2.0,0.0,0.0,25.0,4.0,9.0,1.0,24.0,14.0,9.0,36.0,5.0,4.0,440.0,0.36,0.2,DEN,WAS,2013,0.13793103448275862,0.12,10/27,2013-10/27-DEN,2013-7-DEN,0.25,0.0,0.0,
DET-2013102700,2,0,0,28,0,4,1,0,0,14,0,1,34.0,15,7,31,4,0,10,4,0,0,7,710,2013102700,3,0,0,23,0,3,1,0,0,11,0,1,27,19,8,28,4,0,7,3,0,0,6,535,2013102001,0.4782608695652174,0.30434782608695654,0.0,34.0,710.0,2.0,0.0,0.0,26.0,2.0,13.0,1.0,32.0,23.0,9.0,19.0,9.0,2.0,552.0,0.5,0.34615384615384615,DET,DAL,2013,0.17391304347826086,0.19230769230769232,10/27,2013-10/27-DET,2013-7-DET,0.0,0.0,0.0,
GB-2013102710,3,0,0,18,0,4,2,1,0,5,0,3,21.0,8,14,37,0,2,5,4,0,0,7,498,2013102710,2,0,0,22,0,3,1,1,0,7,0,2,23,12,16,29,3,1,5,3,0,0,6,484,2013102004,0.3181818181818182,0.22727272727272727,0.0,21.0,498.0,2.0,0.0,0.0,22.0,3.0,8.0,2.0,21.0,10.0,10.0,33.0,5.0,4.0,434.0,0.36363636363636365,0.22727272727272727,GB,MIN,2013,0.13636363636363635,0.18181818181818182,10/27,2013-10/27-GB,2013-7-GB,0.0,0.0,0.0,
JAC-2013102701,1,0,0,17,0,1,1,0,0,8,0,1,27.0,17,4,16,4,0,4,2,0,0,7,487,2013102701,1,0,0,18,0,0,1,0,0,8,0,1,26,16,8,11,3,0,5,1,0,0,6,426,2013102004,0.4444444444444444,0.2777777777777778,0.0,27.0,487.0,2.0,0.0,0.0,22.0,1.0,10.0,0.0,24.0,17.0,3.0,17.0,7.0,2.0,491.0,0.45454545454545453,0.3181818181818182,JAC,SF,2013,0.16666666666666666,0.22727272727272727,10/27,2013-10/27-JAC,2013-7-JAC,0.0,0.0,0.0,
KC-2013102702,2,0,0,22,0,2,1,2,1,10,1,3,23.0,13,17,23,5,1,5,2,0,0,7,405,2013102702,3,0,0,23,0,2,1,0,0,8,0,1,23,14,9,19,5,1,5,2,0,0,6,373,2013102003,0.34782608695652173,0.21739130434782608,0.0,23.0,405.0,2.0,0.0,0.0,22.0,3.0,8.0,1.0,25.0,15.0,12.0,28.0,5.0,3.0,404.0,0.36363636363636365,0.22727272727272727,KC,CLE,2013,0.21739130434782608,0.18181818181818182,10/27,2013-10/27-KC,2013-7-KC,0.0,0.0,0.0,
MIA-2013102703,1,0,0,24,0,3,1,1,1,9,1,1,30.0,21,14,18,4,0,6,2,0,0,7,384,2013102703,1,0,0,26,0,2,1,0,1,10,1,1,23,19,12,20,6,0,7,2,0,0,5,393,2013101771,0.38461538461538464,0.2692307692307692,0.0,30.0,384.0,2.0,0.0,0.0,25.0,2.0,10.0,2.0,29.0,19.0,13.0,24.0,8.0,2.0,448.0,0.4,0.32,MIA,NE,2013,0.23076923076923078,0.2,10/27,2013-10/27-MIA,2013-7-MIA,0.0,0.0,0.0,
MIN-2013102710,1,0,0,17,0,4,1,0,0,7,0,1,15.0,10,7,37,4,0,6,5,0,0,7,491,2013102710,0,0,0,21,0,1,0,0,0,8,0,0,21,19,5,15,5,0,6,2,0,0,6,376,2013102038,0.38095238095238093,0.2857142857142857,0.0,15.0,491.0,0.0,0.0,0.0,21.0,2.0,8.0,1.0,20.0,17.0,7.0,22.0,5.0,2.0,491.0,0.38095238095238093,0.23809523809523808,MIN,GB,2013,0.23809523809523808,0.23809523809523808,10/27,2013-10/27-MIN,2013-7-MIN,,0.0,0.0,
NE-2013102703,0,0,0,25,0,3,1,1,0,12,0,2,24.0,11,10,27,5,3,5,3,0,0,7,349,2013102703,1,0,0,25,0,2,1,0,0,11,0,2,26,18,11,27,5,1,6,3,0,0,6,424,2013102006,0.44,0.24,0.0,24.0,349.0,1.0,0.0,0.0,26.0,2.0,11.0,3.0,23.0,12.0,14.0,25.0,6.0,2.0,401.0,0.4230769230769231,0.23076923076923078,NE,MIA,2013,0.2,0.19230769230769232,10/27,2013-10/27-NE,2013-7-NE,0.0,0.0,0.0,
NO-2013102704,4,1,0,24,0,5,1,1,0,8,2,0,22.0,12,10,35,4,3,3,5,0,0,7,441,2013102704,2,0,0,23,0,3,1,1,0,9,0,2,21,12,11,29,4,1,4,3,0,0,5,433,2013101538,0.391304347826087,0.17391304347826086,1.0,22.0,441.0,4.0,0.0,0.0,25.0,3.0,10.0,1.0,26.0,15.0,10.0,30.0,5.0,4.0,475.0,0.4,0.2,NO,BUF,2013,0.17391304347826086,0.2,10/27,2013-10/27-NO,2013-7-NO,0.0,0.0,0.0,
NYG-2013102705,1,1,0,24,0,0,2,3,0,11,0,6,22.0,15,18,24,5,1,5,1,0,0,7,356,2013102705,2,0,0,23,0,1,1,1,0,10,0,3,22,15,10,26,5,0,6,2,0,0,6,395,2013101935,0.43478260869565216,0.2608695652173913,1.0,22.0,356.0,1.0,0.0,0.0,25.0,1.0,10.0,3.0,27.0,18.0,10.0,20.0,5.0,1.0,414.0,0.4,0.2,NYG,PHI,2013,0.21739130434782608,0.24,10/27,2013-10/27-NYG,2013-7-NYG,0.0,0.0,0.0,
NYJ-2013102707,1,0,0,23,0,0,0,3,1,12,0,3,20.0,15,17,21,5,0,8,2,0,0,7,399,2013102707,2,0,0,24,0,0,1,1,0,11,0,2,25,16,13,18,6,0,7,1,0,0,6,423,2013102006,0.4583333333333333,0.2916666666666667,0.0,20.0,399.0,2.0,0.0,0.0,22.0,2.0,10.0,1.0,21.0,17.0,11.0,23.0,5.0,2.0,467.0,0.45454545454545453,0.22727272727272727,NYJ,CIN,2013,0.25,0.18181818181818182,10/27,2013-10/27-NYJ,2013-7-NYJ,0.0,0.0,0.0,
OAK-2013102706,3,1,0,29,0,3,0,0,0,11,0,0,19.0,9,3,21,8,1,7,3,0,0,7,368,2013102706,1,0,0,26,0,2,0,0,0,11,0,0,23,10,7,18,7,1,8,2,0,0,5,385,2013101540,0.4230769230769231,0.3076923076923077,1.0,19.0,368.0,2.0,0.0,0.0,22.0,1.0,9.0,1.0,21.0,11.0,6.0,14.0,3.0,1.0,369.0,0.4090909090909091,0.13636363636363635,OAK,PIT,2013,0.2692307692307692,0.2727272727272727,10/27,2013-10/27-OAK,2013-7-OAK,0.0,0.0,0.0,
PHI-2013102705,1,1,0,23,0,0,0,0,0,10,0,0,26.0,14,0,0,6,0,7,0,0,0,7,275,2013102705,2,0,0,24,0,1,0,0,0,10,0,0,26,18,4,13,6,0,7,1,0,0,6,382,2013102006,0.4166666666666667,0.2916666666666667,1.0,26.0,275.0,1.0,0.0,0.0,23.0,0.0,9.0,0.0,25.0,21.0,5.0,6.0,5.0,0.0,354.0,0.391304347826087,0.21739130434782608,PHI,NYG,2013,0.25,0.21739130434782608,10/27,2013-10/27-PHI,2013-7-PHI,0.0,0.0,0.0,
PIT-2013102706,3,1,0,30,0,1,2,1,0,11,2,1,28.0,18,9,24,7,0,6,3,1,1,7,332,2013102706,2,0,0,22,0,1,2,1,0,9,0,3,23,11,12,20,4,0,5,1,0,0,6,379,2013102007,0.4090909090909091,0.22727272727272727,1.0,28.0,332.0,3.0,1.0,0.0,25.0,1.0,9.0,1.0,27.0,17.0,7.0,23.0,5.0,3.0,364.0,0.36,0.2,PIT,OAK,2013,0.18181818181818182,0.2,10/27,2013-10/27-PIT,2013-7-PIT,0.0,0.0,0.0,
SEA-2013102800,1,0,0,21,0,2,0,0,0,9,0,0,14.0,10,2,14,9,0,6,2,0,0,7,169,2013102800,2,0,0,22,0,2,0,0,0,8,0,1,21,11,7,26,5,1,5,3,0,0,6,356,2013101936,0.36363636363636365,0.22727272727272727,0.0,14.0,169.0,1.0,0.0,0.0,20.0,1.0,8.0,1.0,21.0,8.0,8.0,20.0,5.0,2.0,351.0,0.4,0.25,SEA,STL,2013,0.22727272727272727,0.2,10/28,2013-10/28-SEA,2013-7-SEA,0.0,0.0,0.0,
SF-2013102701,3,0,0,18,0,5,0,0,0,8,0,0,21.0,7,5,35,1,1,4,5,0,0,7,499,2013102701,2,0,0,23,0,3,0,0,0,8,0,1,21,9,8,32,4,1,4,4,0,0,6,456,2013102007,0.34782608695652173,0.17391304347826086,0.0,21.0,499.0,4.0,0.0,0.0,19.0,4.0,8.0,0.0,25.0,10.0,5.0,35.0,6.0,5.0,455.0,0.42105263157894735,0.3157894736842105,SF,JAC,2013,0.17391304347826086,0.10526315789473684,10/27,2013-10/27-SF,2013-7-SF,0.0,0.0,0.0,
STL-2013102800,1,0,0,22,0,0,3,1,1,9,1,3,30.0,20,17,9,4,0,4,0,0,0,7,429,2013102800,1,0,0,20,0,1,1,1,0,8,0,2,22,12,10,17,3,0,5,1,0,0,6,388,2013102034,0.4,0.25,0.0,30.0,429.0,1.0,0.0,0.0,21.0,0.0,8.0,2.0,25.0,17.0,12.0,12.0,5.0,0.0,379.0,0.38095238095238093,0.23809523809523808,STL,SEA,2013,0.15,0.19047619047619047,10/28,2013-10/28-STL,2013-7-STL,0.0,0.0,0.0,
TB-2013102400,1,0,0,21,0,1,0,2,0,10,0,3,25.0,23,9,16,5,0,9,1,0,0,7,369,2013102400,1,0,0,20,0,1,1,1,0,9,0,2,26,22,9,21,5,0,7,2,0,0,6,415,2013101902,0.45,0.35,0.0,25.0,369.0,0.0,0.0,0.0,20.0,1.0,9.0,2.0,23.0,16.0,7.0,15.0,8.0,1.0,378.0,0.45,0.4,TB,CAR,2013,0.25,0.2,10/24,2013-10/24-TB,2013-7-TB,0.0,0.0,0.0,
WAS-2013102709,1,0,0,28,0,2,0,0,0,13,0,0,29.0,20,2,20,7,0,10,3,0,0,7,275,2013102709,1,0,0,24,0,3,1,0,0,12,0,1,28,18,8,29,5,0,9,3,0,0,6,502,2013102010,0.5,0.375,0.0,29.0,275.0,1.0,0.0,0.0,28.0,2.0,11.0,1.0,26.0,18.0,11.0,23.0,7.0,2.0,375.0,0.39285714285714285,0.25,WAS,DEN,2013,0.20833333333333334,0.21428571428571427,10/27,2013-10/27-WAS,2013-7-WAS,0.0,0.0,0.0,
ATL-2013110301,2,1,0,22,0,1,1,0,0,12,0,1,17.0,7,4,16,5,1,10,2,0,0,8,374,2013110301,2,0,0,22,0,1,1,0,0,10,0,1,21,14,5,17,4,1,8,2,0,0,7,355,2013105003,0.45454545454545453,0.36363636363636365,1.0,17.0,374.0,1.0,0.0,0.0,21.0,1.0,10.0,2.0,21.0,14.0,7.0,17.0,8.0,1.0,397.0,0.47619047619047616,0.38095238095238093,ATL,CAR,2013,0.18181818181818182,0.19047619047619047,11/03,2013-11/03-ATL,2013-8-ATL,0.0,0.0,0.0,
BAL-2013110308,3,0,0,25,0,1,0,0,1,9,0,1,23.0,17,6,18,7,0,6,2,1,1,8,331,2013110308,1,0,0,22,0,1,1,0,0,9,0,1,22,14,7,17,6,0,4,1,0,0,6,423,2013104539,0.4090909090909091,0.18181818181818182,0.0,23.0,331.0,2.0,0.0,0.0,22.0,2.0,8.0,1.0,23.0,14.0,11.0,24.0,5.0,2.0,395.0,0.36363636363636365,0.22727272727272727,BAL,CLE,2013,0.2727272727272727,0.22727272727272727,11/03,2013-11/03-BAL,2013-8-BAL,0.0,0.0,0.0,
BUF-2013110300,3,0,0,21,0,1,2,0,0,12,0,2,33.0,23,7,25,3,0,11,3,0,0,8,503,2013110300,2,0,0,23,0,1,2,0,0,11,0,2,27,17,10,19,4,0,9,2,0,0,7,395,2013105003,0.4782608695652174,0.391304347826087,0.0,33.0,503.0,1.0,0.0,0.0,21.0,1.0,10.0,2.0,23.0,16.0,8.0,19.0,8.0,2.0,463.0,0.47619047619047616,0.38095238095238093,BUF,KC,2013,0.17391304347826086,0.19047619047619047,11/03,2013-11/03-BUF,2013-8-BUF,0.0,0.0,0.0,
CAR-2013110301,4,0,0,21,0,3,1,0,1,8,0,2,28.0,16,11,27,3,0,4,3,0,0,8,387,2013110301,2,0,0,21,0,3,1,0,0,8,0,2,24,9,11,27,3,2,4,3,0,0,7,372,2013104900,0.38095238095238093,0.19047619047619047,0.0,28.0,387.0,2.0,0.0,0.0,21.0,2.0,8.0,2.0,24.0,15.0,10.0,27.0,5.0,3.0,401.0,0.38095238095238093,0.23809523809523808,CAR,ATL,2013,0.14285714285714285,0.19047619047619047,11/03,2013-11/03-CAR,2013-8-CAR,0.0,0.0,0.0,
CHI-2013110400,2,0,0,22,0,3,2,0,0,9,0,2,29.0,19,9,27,6,0,6,3,0,0,8,555,2013110400,2,0,0,22,0,3,1,1,0,9,0,2,25,15,11,29,4,0,4,3,0,0,6,490,2013104469,0.4090909090909091,0.18181818181818182,0.0,29.0,555.0,1.0,0.0,0.0,19.0,2.0,7.0,1.0,22.0,18.0,8.0,25.0,5.0,3.0,491.0,0.3684210526315789,0.2631578947368421,CHI,GB,2013,0.18181818181818182,0.21052631578947367,11/04,2013-11/04-CHI,2013-8-CHI,0.0,0.0,0.0,
CIN-2013103100,4,0,0,28,0,2,1,0,1,14,0,2,32.0,21,10,26,4,2,6,3,0,0,8,535,2013103100,4,0,0,23,0,3,0,0,0,10,0,1,24,14,10,29,3,0,5,3,0,0,7,509,2013102603,0.43478260869565216,0.21739130434782608,0.0,32.0,535.0,1.0,0.0,0.0,26.0,2.0,12.0,2.0,25.0,14.0,10.0,23.0,6.0,2.0,405.0,0.46153846153846156,0.23076923076923078,CIN,MIA,2013,0.13043478260869565,0.19230769230769232,10/31,2013-10/31-CIN,2013-8-CIN,0.0,0.0,0.0,
CLE-2013110308,1,0,0,24,0,3,1,0,0,11,0,1,23.0,15,6,24,7,0,7,3,0,0,8,416,2013110308,0,0,0,22,0,2,0,1,0,9,0,1,21,18,7,18,5,0,6,2,0,0,7,449,2013105004,0.4090909090909091,0.2727272727272727,0.0,23.0,416.0,2.0,0.0,0.0,22.0,1.0,9.0,3.0,22.0,12.0,14.0,20.0,6.0,1.0,438.0,0.4090909090909091,0.2727272727272727,CLE,BAL,2013,0.22727272727272727,0.18181818181818182,11/03,2013-11/03-CLE,2013-8-CLE,,0.0,0.0,
DAL-2013110302,2,1,0,21,0,2,0,2,0,9,0,2,24.0,17,10,20,5,0,7,2,0,0,8,469,2013110302,2,0,0,26,0,2,0,1,0,10,0,2,24,18,10,22,7,1,5,2,0,0,7,434,2013105003,0.38461538461538464,0.19230769230769232,1.0,24.0,469.0,2.0,0.0,0.0,22.0,2.0,8.0,2.0,22.0,14.0,11.0,28.0,6.0,3.0,456.0,0.36363636363636365,0.2727272727272727,DAL,MIN,2013,0.2692307692307692,0.18181818181818182,11/03,2013-11/03-DAL,2013-8-DAL,0.0,0.0,0.0,
GB-2013110400,0,0,0,23,0,2,2,0,0,8,0,2,22.0,9,8,20,6,0,5,2,0,0,8,397,2013110400,1,0,0,20,0,3,1,0,0,6,0,2,22,10,11,29,3,1,4,3,0,0,7,448,2013105037,0.3,0.2,0.0,22.0,397.0,3.0,0.0,0.0,21.0,3.0,9.0,1.0,23.0,11.0,6.0,30.0,7.0,4.0,487.0,0.42857142857142855,0.3333333333333333,GB,CHI,2013,0.15,0.19047619047619047,11/04,2013-11/04-GB,2013-8-GB,0.0,0.0,0.0,
HOU-2013110310,1,0,0,24,0,3,0,3,1,9,3,1,27.0,13,17,24,4,0,6,3,0,0,8,633,2013110310,1,0,0,21,0,1,1,1,0,8,1,2,24,12,12,21,3,0,6,2,0,0,6,514,2013104539,0.38095238095238093,0.2857142857142857,0.0,27.0,633.0,1.0,0.0,0.0,25.0,2.0,10.0,2.0,27.0,16.0,15.0,25.0,7.0,2.0,551.0,0.4,0.28,HOU,IND,2013,0.14285714285714285,0.16,11/03,2013-11/03-HOU,2013-8-HOU,0.0,0.0,0.0,
IND-2013110310,2,0,0,23,0,1,2,1,0,9,0,2,19.0,25,11,27,5,0,5,3,2,1,8,473,2013110310,1,0,0,25,0,1,1,1,1,10,0,2,20,19,14,24,6,0,5,2,0,0,6,449,2013104574,0.4,0.2,0.0,19.0,473.0,2.0,0.0,0.0,20.0,2.0,8.0,1.0,20.0,13.0,7.0,22.0,5.0,2.0,415.0,0.4,0.25,IND,HOU,2013,0.24,0.2,11/03,2013-11/03-IND,2013-8-IND,0.0,0.0,0.0,
KC-2013110300,1,0,0,22,0,0,2,1,0,8,0,3,22.0,12,10,9,6,3,2,0,0,0,8,422,2013110300,2,0,0,22,0,1,1,1,0,8,0,2,23,12,10,16,5,2,4,1,0,0,7,437,2013105002,0.36363636363636365,0.18181818181818182,0.0,22.0,422.0,2.0,0.0,0.0,24.0,2.0,9.0,1.0,22.0,14.0,9.0,23.0,4.0,3.0,415.0,0.375,0.16666666666666666,KC,BUF,2013,0.22727272727272727,0.20833333333333334,11/03,2013-11/03-KC,2013-8-KC,0.0,0.0,0.0,
MIA-2013103100,1,0,0,27,0,1,2,1,0,11,1,2,24.0,9,10,13,8,0,10,1,0,0,8,482,2013103100,1,0,0,26,0,2,1,0,0,10,1,1,26,16,10,19,6,0,7,2,0,0,7,416,2013102603,0.38461538461538464,0.2692307692307692,0.0,24.0,482.0,1.0,0.0,0.0,23.0,1.0,11.0,2.0,22.0,15.0,12.0,19.0,7.0,2.0,473.0,0.4782608695652174,0.30434782608695654,MIA,CIN,2013,0.23076923076923078,0.21739130434782608,10/31,2013-10/31-MIA,2013-8-MIA,0.0,0.0,0.0,
MIN-2013110302,3,0,0,22,1,2,1,0,0,10,0,1,23.0,12,5,29,3,0,4,4,0,0,8,523,2013110302,1,0,0,22,0,2,0,0,0,9,0,0,21,19,5,22,4,0,5,3,0,0,7,445,2013105037,0.4090909090909091,0.22727272727272727,0.0,23.0,523.0,2.0,0.0,0.0,26.0,2.0,12.0,1.0,30.0,19.0,6.0,21.0,8.0,2.0,528.0,0.46153846153846156,0.3076923076923077,MIN,DAL,2013,0.18181818181818182,0.19230769230769232,11/03,2013-11/03-MIN,2013-8-MIN,0.0,0.0,0.0,
NE-2013110309,4,1,0,28,0,7,2,0,0,10,0,2,30.0,13,13,55,2,1,5,7,0,0,8,735,2013110309,1,0,0,26,0,4,1,0,0,11,0,2,27,16,10,36,5,1,5,4,0,0,7,509,2013105006,0.4230769230769231,0.19230769230769232,1.0,30.0,735.0,2.0,0.0,0.0,23.0,3.0,9.0,1.0,23.0,10.0,9.0,30.0,4.0,3.0,495.0,0.391304347826087,0.17391304347826086,NE,PIT,2013,0.19230769230769232,0.17391304347826086,11/03,2013-11/03-NE,2013-8-NE,0.0,0.0,0.0,
NO-2013110303,1,1,0,23,0,2,0,2,1,12,1,2,31.0,27,14,20,2,1,9,2,0,0,8,484,2013110303,2,1,0,24,0,3,1,1,0,10,1,1,25,19,11,27,4,1,6,3,0,0,6,457,2013104772,0.4166666666666667,0.25,1.0,31.0,484.0,2.0,1.0,0.0,23.0,3.0,10.0,1.0,26.0,21.0,9.0,27.0,6.0,3.0,493.0,0.43478260869565216,0.2608695652173913,NO,NYJ,2013,0.16666666666666666,0.17391304347826086,11/03,2013-11/03-NO,2013-8-NO,0.5,0.0,0.0,
NYJ-2013110303,2,0,0,24,0,2,2,2,0,8,0,4,19.0,11,16,26,5,1,5,2,0,0,8,493,2013110303,2,0,0,24,0,1,1,2,0,10,0,3,24,14,16,25,5,0,8,2,0,0,7,469,2013105005,0.4166666666666667,0.3333333333333333,0.0,19.0,493.0,2.0,0.0,0.0,24.0,2.0,10.0,2.0,25.0,16.0,14.0,24.0,7.0,2.0,440.0,0.4166666666666667,0.2916666666666667,NYJ,NO,2013,0.20833333333333334,0.16666666666666666,11/03,2013-11/03-NYJ,2013-8-NYJ,0.0,0.0,0.0,
OAK-2013110306,2,0,0,28,0,2,1,0,1,13,0,2,36.0,28,10,20,7,0,9,2,0,0,8,669,2013110306,2,0,0,28,0,2,0,0,0,12,0,0,28,18,6,18,7,0,9,2,0,0,6,456,2013104772,0.42857142857142855,0.32142857142857145,0.0,36.0,669.0,2.0,0.0,0.0,27.0,1.0,12.0,3.0,30.0,21.0,11.0,20.0,6.0,1.0,484.0,0.4444444444444444,0.2222222222222222,OAK,PHI,2013,0.25,0.25925925925925924,11/03,2013-11/03-OAK,2013-8-OAK,0.0,0.0,0.0,
PHI-2013110306,3,0,0,29,0,7,0,0,0,11,0,0,20.0,7,7,49,6,2,7,7,0,0,8,588,2013110306,2,0,0,26,0,2,0,0,0,11,0,0,26,17,4,17,7,0,8,2,0,0,7,405,2013105006,0.4230769230769231,0.3076923076923077,0.0,20.0,588.0,3.0,0.0,0.0,28.0,3.0,10.0,0.0,23.0,14.0,7.0,30.0,5.0,4.0,383.0,0.35714285714285715,0.17857142857142858,PHI,OAK,2013,0.2692307692307692,0.25,11/03,2013-11/03-PHI,2013-8-PHI,0.0,0.0,0.0,
PIT-2013110309,4,1,0,27,0,4,1,0,0,12,0,1,30.0,21,7,31,3,1,8,4,0,0,8,658,2013110309,3,0,0,24,0,2,2,0,0,10,0,2,26,15,10,24,3,0,5,2,0,0,7,462,2013105008,0.4166666666666667,0.20833333333333334,1.0,30.0,658.0,2.0,0.0,0.0,26.0,3.0,11.0,1.0,31.0,19.0,12.0,26.0,8.0,3.0,519.0,0.4230769230769231,0.3076923076923077,PIT,NE,2013,0.125,0.15384615384615385,11/03,2013-11/03-PIT,2013-8-PIT,0.0,0.0,0.0,
SD-2013110305,2,0,0,19,0,2,1,0,0,9,0,1,29.0,17,5,23,4,0,4,3,0,0,8,535,2013110305,2,0,0,18,0,2,1,0,0,8,0,2,27,12,10,22,3,1,5,2,0,0,6,467,2013104569,0.4444444444444444,0.2777777777777778,0.0,29.0,535.0,2.0,0.0,0.0,24.0,3.0,10.0,1.0,27.0,14.0,9.0,35.0,4.0,4.0,502.0,0.4166666666666667,0.16666666666666666,SD,WAS,2013,0.16666666666666666,0.125,11/03,2013-11/03-SD,2013-8-SD,0.0,0.0,0.0,
SEA-2013110307,5,0,0,22,0,3,2,0,0,8,0,2,26.0,9,9,27,2,1,4,3,0,0,8,471,2013110307,3,0,0,23,0,3,0,0,0,9,0,1,21,11,8,27,4,0,5,3,0,0,7,343,2013104935,0.391304347826087,0.21739130434782608,0.0,26.0,471.0,3.0,0.0,0.0,21.0,3.0,7.0,1.0,21.0,8.0,7.0,27.0,5.0,3.0,397.0,0.3333333333333333,0.23809523809523808,SEA,TB,2013,0.17391304347826086,0.14285714285714285,11/03,2013-11/03-SEA,2013-8-SEA,0.0,0.0,0.0,
STL-2013110304,5,1,0,24,0,3,0,1,0,11,1,0,27.0,14,6,21,5,0,9,3,0,0,8,403,2013110304,2,0,0,22,0,1,1,1,0,10,0,1,26,15,10,16,4,0,6,1,0,0,7,427,2013105035,0.45454545454545453,0.2727272727272727,1.0,27.0,403.0,4.0,0.0,0.0,21.0,2.0,8.0,1.0,24.0,10.0,7.0,25.0,6.0,3.0,430.0,0.38095238095238093,0.2857142857142857,STL,TEN,2013,0.18181818181818182,0.19047619047619047,11/03,2013-11/03-STL,2013-8-STL,0.0,0.0,0.0,
TB-2013110307,3,1,0,21,0,3,1,0,0,10,0,1,29.0,9,6,24,6,1,8,3,0,0,8,487,2013110307,1,0,0,20,0,2,1,1,0,9,0,2,27,18,9,23,5,0,7,2,0,0,7,424,2013104902,0.45,0.35,1.0,29.0,487.0,2.0,0.0,0.0,22.0,1.0,9.0,2.0,28.0,16.0,12.0,18.0,6.0,1.0,424.0,0.4090909090909091,0.2727272727272727,TB,SEA,2013,0.25,0.18181818181818182,11/03,2013-11/03-TB,2013-8-TB,0.0,0.0,0.0,
