offenseTeam,3rdDown,3rdDownSuccess,CompletePass,Drive,ExPointBad,ExPointGood,FG_30,FG_40,FG_50,FG_range,FieldGoalBad,FieldGoalGood,FirstDown,IncompletePass,Kicker_Pts,PointsScored,Punt,QB Kneel,RedZone,Touchdown,TwoPointConv,TwoPointGood,Week,Yards.Gained,gameid,3rdDown_rolling3,3rdDownSuccess_rolling3,CompletePass_rolling3,Drive_rolling3,ExPointBad_rolling3,ExPointGood_rolling3,FG_30_rolling3,FG_40_rolling3,FG_50_rolling3,FG_range_rolling3,FieldGoalBad_rolling3,FieldGoalGood_rolling3,FirstDown_rolling3,IncompletePass_rolling3,Kicker_Pts_rolling3,PointsScored_rolling3,Punt_rolling3,QB Kneel_rolling3,RedZone_rolling3,Touchdown_rolling3,TwoPointConv_rolling3,TwoPointGood_rolling3,Week_rolling3,Yards.Gained_rolling3,gameid_rolling3,FG_range_per_drive,RZ_per_drive,DEF_3rdDownSuccess,DEF_FirstDown,DEF_Yards.Gained,DEF_3rdDown_rolling3,DEF_3rdDownSuccess_rolling3,DEF_CompletePass_rolling3,DEF_Drive_rolling3,DEF_ExPointGood_rolling3,DEF_FG_range_rolling3,DEF_FieldGoalGood_rolling3,DEF_FirstDown_rolling3,DEF_IncompletePass_rolling3,DEF_Kicker_Pts_rolling3,DEF_PointsScored_rolling3,DEF_RedZone_rolling3,DEF_Touchdown_rolling3,DEF_Yards.Gained_rolling3,DEF_FG_range_per_drive,DEF_RZ_per_drive,offenseTeam,defenseTeam,Season,punts_per_drive,DEF_punts_per_drive,date,mergeCode,mergeCode2,3rdDown_rate,Completion_pct,DEF_Completion_pct,TwoPoint_conv_rate
NE-2012123001,1,0,0,20,0,4,0,0,0,6,0,0,30.0,14,4,34,5,0,5,5,0,0,16,461,2012123001,1,0,0,25,0,3,1,0,0,11,0,1,32,20,9,30,5,0,7,3,0,0,15,514,2012122306,0.44,0.28,0.0,30.0,461.0,1.0,0.0,0.0,19.0,1.0,8.0,0.0,24.0,16.0,4.0,17.0,7.0,2.0,418.0,0.42105263157894735,0.3684210526315789,NE,MIA,2012,0.2,0.21052631578947367,12/30,2012-12/30-NE,2012-16-NE,0.0,0.0,0.0,
NO-2012123011,1,0,0,24,0,4,0,0,1,12,0,1,22.0,15,9,31,6,0,9,4,0,0,16,613,2012123011,3,0,0,24,0,4,1,0,0,11,0,1,27,16,10,35,5,0,7,4,0,0,15,602,2012122306,0.4583333333333333,0.2916666666666667,0.0,22.0,613.0,1.0,0.0,0.0,21.0,1.0,10.0,1.0,20.0,13.0,5.0,14.0,7.0,1.0,361.0,0.47619047619047616,0.3333333333333333,NO,CAR,2012,0.20833333333333334,0.23809523809523808,12/30,2012-12/30-NO,2012-16-NO,0.0,0.0,0.0,
NYG-2012123006,5,0,0,19,0,6,0,0,0,6,0,0,25.0,12,6,42,2,3,3,6,0,0,16,430,2012123006,2,0,0,19,0,2,0,0,0,8,0,0,19,13,3,18,4,1,6,2,0,0,15,373,2012122305,0.42105263157894735,0.3157894736842105,0.0,25.0,430.0,4.0,0.0,0.0,22.0,4.0,6.0,1.0,22.0,11.0,8.0,32.0,4.0,4.0,390.0,0.2727272727272727,0.18181818181818182,NYG,PHI,2012,0.21052631578947367,0.13636363636363635,12/30,2012-12/30-NYG,2012-16-NYG,0.0,0.0,0.0,
NYJ-2012123000,1,0,0,24,0,0,3,1,0,12,0,3,26.0,20,13,15,4,1,3,1,0,0,16,444,2012123000,2,0,0,24,0,1,1,0,0,11,0,1,27,16,7,18,5,0,5,2,0,0,15,408,2012122338,0.4583333333333333,0.20833333333333334,0.0,26.0,444.0,1.0,0.0,0.0,22.0,2.0,9.0,2.0,22.0,14.0,12.0,29.0,2.0,3.0,448.0,0.4090909090909091,0.09090909090909091,NYJ,BUF,2012,0.20833333333333334,0.13636363636363635,12/30,2012-12/30-NYJ,2012-16-NYJ,0.0,0.0,0.0,
OAK-2012123013,4,0,0,21,0,3,0,0,0,9,0,0,20.0,19,3,21,6,0,6,3,0,0,16,356,2012123013,2,0,0,21,0,1,1,0,1,9,0,2,21,16,12,14,5,0,6,1,0,0,15,340,2012122308,0.42857142857142855,0.2857142857142857,0.0,20.0,356.0,3.0,0.0,0.0,21.0,3.0,9.0,0.0,24.0,15.0,5.0,25.0,6.0,3.0,418.0,0.42857142857142855,0.2857142857142857,OAK,SD,2012,0.23809523809523808,0.23809523809523808,12/30,2012-12/30-OAK,2012-16-OAK,0.0,0.0,0.0,
PHI-2012123006,1,0,0,18,0,1,1,0,0,8,1,0,23.0,16,3,7,4,0,5,1,0,0,16,432,2012123006,1,0,0,22,0,1,1,0,0,9,0,1,22,16,6,15,4,0,5,1,0,0,15,461,2012122204,0.4090909090909091,0.22727272727272727,0.0,23.0,432.0,2.0,0.0,0.0,19.0,2.0,7.0,2.0,22.0,11.0,9.0,26.0,3.0,3.0,486.0,0.3684210526315789,0.15789473684210525,PHI,NYG,2012,0.18181818181818182,0.10526315789473684,12/30,2012-12/30-PHI,2012-16-PHI,0.0,0.0,0.0,
PIT-2012123003,3,1,0,22,0,3,0,1,0,8,0,1,20.0,10,7,24,6,2,5,3,0,0,16,322,2012123003,2,0,0,24,0,2,0,0,0,10,0,1,21,13,8,21,6,1,6,2,0,0,15,416,2012122305,0.4166666666666667,0.25,1.0,20.0,322.0,3.0,0.0,0.0,23.0,4.0,8.0,1.0,25.0,12.0,9.0,32.0,5.0,4.0,439.0,0.34782608695652173,0.21739130434782608,PIT,CLE,2012,0.25,0.17391304347826086,12/30,2012-12/30-PIT,2012-16-PIT,0.0,0.0,0.0,
SD-2012123013,1,0,0,22,0,3,1,0,0,8,0,1,18.0,5,6,24,6,3,4,3,0,0,16,351,2012123013,2,0,0,22,0,2,0,0,0,8,0,1,20,9,5,18,6,2,5,2,0,0,15,304,2012122312,0.36363636363636365,0.22727272727272727,0.0,18.0,351.0,2.0,0.0,0.0,21.0,1.0,8.0,0.0,19.0,11.0,5.0,13.0,5.0,1.0,312.0,0.38095238095238093,0.23809523809523808,SD,OAK,2012,0.2727272727272727,0.23809523809523808,12/30,2012-12/30-SD,2012-16-SD,0.0,0.0,0.0,
SEA-2012123015,2,0,0,21,0,2,0,2,0,9,0,2,21.0,5,10,26,5,2,5,3,0,0,16,527,2012123015,3,0,0,20,0,3,1,0,0,7,0,1,19,7,9,36,2,2,4,4,0,0,15,492,2012122312,0.35,0.2,0.0,21.0,527.0,1.0,1.0,0.0,23.0,1.0,9.0,3.0,23.0,12.0,15.0,24.0,6.0,2.0,448.0,0.391304347826087,0.2608695652173913,SEA,STL,2012,0.1,0.13043478260869565,12/30,2012-12/30-SEA,2012-16-SEA,0.0,0.0,0.0,
SF-2012123014,1,1,0,24,0,3,1,3,0,9,2,2,23.0,12,16,27,4,2,5,3,0,0,16,460,2012123014,1,0,0,24,0,3,2,1,0,8,1,2,22,14,13,29,4,1,5,3,0,0,15,555,2012122313,0.3333333333333333,0.20833333333333334,1.0,23.0,460.0,1.0,0.0,0.0,27.0,2.0,11.0,1.0,24.0,18.0,8.0,23.0,8.0,3.0,449.0,0.4074074074074074,0.2962962962962963,SF,ARI,2012,0.16666666666666666,0.25925925925925924,12/30,2012-12/30-SF,2012-16-SF,0.0,0.0,0.0,
STL-2012123015,1,0,0,20,0,1,2,0,1,9,1,2,25.0,19,11,19,5,0,6,2,0,0,16,394,2012123015,2,0,0,23,0,2,0,0,0,10,0,0,26,18,6,22,5,0,8,3,0,0,15,409,2012122308,0.43478260869565216,0.34782608695652173,0.0,25.0,394.0,3.0,0.0,0.0,19.0,1.0,9.0,1.0,24.0,18.0,9.0,20.0,6.0,2.0,524.0,0.47368421052631576,0.3157894736842105,STL,SEA,2012,0.21739130434782608,0.21052631578947367,12/30,2012-12/30-STL,2012-16-STL,0.0,0.0,0.0,
TB-2012123010,2,0,0,24,0,1,1,2,0,10,0,3,22.0,19,12,22,5,0,9,2,1,0,16,431,2012123010,2,1,0,24,0,0,0,1,0,11,0,1,28,22,6,13,3,0,8,1,0,0,15,452,2012122306,0.4583333333333333,0.3333333333333333,0.0,22.0,431.0,1.0,0.0,0.0,21.0,0.0,9.0,2.0,21.0,17.0,8.0,12.0,8.0,1.0,455.0,0.42857142857142855,0.38095238095238093,TB,ATL,2012,0.125,0.14285714285714285,12/30,2012-12/30-TB,2012-16-TB,0.5,0.0,0.0,
TEN-2012123005,2,0,0,23,0,1,0,1,0,8,0,1,19.0,8,5,16,5,0,3,2,0,0,16,313,2012123005,1,0,0,26,0,1,0,0,0,10,0,0,20,11,4,12,7,0,4,1,0,0,15,388,2012122335,0.38461538461538464,0.15384615384615385,0.0,19.0,313.0,2.0,0.0,0.0,22.0,1.0,9.0,2.0,24.0,12.0,9.0,21.0,5.0,2.0,393.0,0.4090909090909091,0.22727272727272727,TEN,JAC,2012,0.2692307692307692,0.13636363636363635,12/30,2012-12/30-TEN,2012-16-TEN,0.0,0.0,0.0,
WAS-2012123007,3,0,0,21,0,4,1,0,0,9,1,0,24.0,10,6,28,5,0,5,4,0,0,16,548,2012123007,3,0,0,22,0,4,0,1,0,8,0,1,22,10,8,31,4,0,4,4,0,0,15,474,2012122306,0.36363636363636365,0.18181818181818182,0.0,24.0,548.0,3.0,0.0,0.0,23.0,3.0,10.0,1.0,26.0,15.0,8.0,28.0,6.0,3.0,579.0,0.43478260869565216,0.2608695652173913,WAS,DAL,2012,0.18181818181818182,0.21739130434782608,12/30,2012-12/30-WAS,2012-16-WAS,0.0,0.0,0.0,
ARI-2013101700,3,0,0,25,0,1,1,1,1,8,0,3,27.0,20,13,22,4,0,6,2,1,0,6,357,2013101700,4,0,0,26,0,1,0,1,0,9,0,1,25,16,10,20,4,1,7,2,0,0,5,381,2013101206,0.34615384615384615,0.2692307692307692,0.0,27.0,357.0,2.0,0.0,0.0,21.0,0.0,8.0,2.0,22.0,16.0,9.0,18.0,6.0,1.0,389.0,0.38095238095238093,0.2857142857142857,ARI,SEA,2013,0.15384615384615385,0.14285714285714285,10/17,2013-10/17-ARI,2013-6-ARI,0.0,0.0,0.0,
ATL-2013102000,2,0,0,20,0,3,1,0,0,7,0,1,16.0,7,6,24,4,3,7,3,0,0,6,348,2013102000,2,0,0,19,0,3,1,0,0,8,0,1,24,13,7,25,3,1,6,3,0,0,4,439,2013098537,0.42105263157894735,0.3157894736842105,0.0,16.0,348.0,2.0,0.0,0.0,23.0,2.0,8.0,1.0,21.0,11.0,7.0,24.0,6.0,3.0,397.0,0.34782608695652173,0.2608695652173913,ATL,TB,2013,0.15789473684210525,0.21739130434782608,10/20,2013-10/20-ATL,2013-6-ATL,0.0,0.0,0.0,
BAL-2013102011,1,0,0,14,0,1,2,1,0,6,0,3,20.0,10,11,16,3,0,2,1,0,0,6,384,2013102011,2,0,0,23,0,1,1,1,0,10,0,2,23,14,12,21,5,0,5,2,0,0,5,487,2013101305,0.43478260869565216,0.21739130434782608,0.0,20.0,384.0,1.0,0.0,0.0,20.0,1.0,9.0,2.0,20.0,11.0,10.0,18.0,3.0,1.0,428.0,0.45,0.15,BAL,PIT,2013,0.21739130434782608,0.2,10/20,2013-10/20-BAL,2013-6-BAL,0.0,0.0,0.0,
BUF-2013102006,1,0,0,26,0,1,3,0,0,10,0,3,21.0,11,10,16,7,1,7,1,0,0,6,333,2013102006,1,0,0,25,0,2,1,0,0,10,0,1,22,15,8,25,6,0,7,3,0,0,5,451,2013101202,0.4,0.28,0.0,21.0,333.0,3.0,0.0,0.0,26.0,2.0,9.0,2.0,24.0,12.0,14.0,28.0,6.0,3.0,459.0,0.34615384615384615,0.23076923076923078,BUF,MIA,2013,0.24,0.19230769230769232,10/20,2013-10/20-BUF,2013-6-BUF,0.0,0.0,0.0,
CAR-2013102001,2,0,0,22,0,2,2,1,1,9,0,3,23.0,3,17,23,3,4,4,2,0,0,6,357,2013102001,2,0,0,21,0,2,1,0,0,9,0,2,24,9,10,22,3,2,5,2,0,0,5,404,2013101304,0.42857142857142855,0.23809523809523808,0.0,23.0,357.0,1.0,0.0,0.0,22.0,1.0,9.0,2.0,24.0,10.0,11.0,25.0,5.0,2.0,466.0,0.4090909090909091,0.22727272727272727,CAR,STL,2013,0.14285714285714285,0.13636363636363635,10/20,2013-10/20-CAR,2013-6-CAR,0.0,0.0,0.0,
CHI-2013102009,1,0,0,25,0,4,1,2,0,11,1,2,21.0,13,14,40,3,1,3,5,0,0,6,450,2013102009,1,0,0,21,0,2,0,1,0,10,0,1,22,12,9,26,3,0,6,3,0,0,5,465,2013101203,0.47619047619047616,0.2857142857142857,0.0,21.0,450.0,2.0,0.0,0.0,24.0,2.0,10.0,1.0,22.0,13.0,8.0,25.0,4.0,3.0,387.0,0.4166666666666667,0.16666666666666666,CHI,WAS,2013,0.14285714285714285,0.20833333333333334,10/20,2013-10/20-CHI,2013-6-CHI,0.0,0.0,0.0,
CIN-2013102002,3,0,0,20,0,3,0,2,1,8,1,2,21.0,11,15,27,4,0,7,3,0,0,6,444,2013102002,3,0,0,23,0,2,0,1,0,10,0,2,26,11,13,23,5,1,7,2,0,0,5,488,2013101301,0.43478260869565216,0.30434782608695654,0.0,21.0,444.0,2.0,0.0,0.0,21.0,2.0,9.0,2.0,24.0,14.0,13.0,24.0,7.0,2.0,455.0,0.42857142857142855,0.3333333333333333,CIN,DET,2013,0.21739130434782608,0.19047619047619047,10/20,2013-10/20-CIN,2013-6-CIN,0.0,0.0,0.0,
CLE-2013102003,0,0,0,20,0,1,0,2,0,6,0,2,22.0,27,9,13,3,0,4,1,0,0,6,429,2013102003,1,0,0,23,0,1,0,1,0,9,0,2,25,20,9,17,5,0,5,1,0,0,5,412,2013101201,0.391304347826087,0.21739130434782608,0.0,22.0,429.0,0.0,0.0,0.0,22.0,1.0,9.0,1.0,23.0,20.0,6.0,13.0,6.0,1.0,445.0,0.4090909090909091,0.2727272727272727,CLE,GB,2013,0.21739130434782608,0.2727272727272727,10/20,2013-10/20-CLE,2013-6-CLE,0.0,0.0,0.0,
DAL-2013102008,3,0,0,29,0,2,1,0,0,12,0,1,32.0,20,5,17,9,2,4,2,0,0,6,428,2013102008,2,0,0,23,0,3,0,0,0,9,0,1,25,15,7,29,5,0,5,3,0,0,5,486,2013101309,0.391304347826087,0.21739130434782608,0.0,32.0,428.0,3.0,0.0,0.0,26.0,2.0,11.0,1.0,28.0,22.0,5.0,19.0,7.0,2.0,453.0,0.4230769230769231,0.2692307692307692,DAL,PHI,2013,0.21739130434782608,0.2692307692307692,10/20,2013-10/20-DAL,2013-6-DAL,0.0,0.0,0.0,
DEN-2013102012,3,0,0,34,0,3,1,1,0,14,0,2,30.0,23,10,33,7,1,12,4,1,0,6,606,2013102012,5,0,0,26,0,4,0,1,0,10,0,1,29,17,12,43,3,1,8,5,0,0,5,559,2013101309,0.38461538461538464,0.3076923076923077,0.0,30.0,606.0,1.0,0.0,0.0,24.0,2.0,10.0,3.0,26.0,17.0,16.0,28.0,7.0,2.0,529.0,0.4166666666666667,0.2916666666666667,DEN,IND,2013,0.11538461538461539,0.16666666666666666,10/20,2013-10/20-DEN,2013-6-DEN,0.0,0.0,0.0,
DET-2013102002,3,1,0,19,0,3,2,0,0,10,0,1,22.0,23,9,24,4,0,5,3,0,0,6,540,2013102002,3,0,0,20,0,2,0,0,0,9,0,1,24,20,7,21,5,0,7,2,0,0,5,416,2013101302,0.45,0.35,1.0,22.0,540.0,2.0,0.0,0.0,22.0,2.0,9.0,1.0,23.0,19.0,8.0,18.0,4.0,2.0,457.0,0.4090909090909091,0.18181818181818182,DET,CIN,2013,0.25,0.22727272727272727,10/20,2013-10/20-DET,2013-6-DET,0.0,0.0,0.0,
GB-2013102003,1,0,0,21,0,4,1,0,1,7,1,1,25.0,13,11,31,3,1,4,4,0,0,6,451,2013102003,1,0,0,22,0,2,1,1,1,9,0,3,23,14,18,26,4,1,6,2,0,0,5,477,2013101301,0.4090909090909091,0.2727272727272727,0.0,25.0,451.0,2.0,0.0,0.0,23.0,3.0,9.0,1.0,25.0,19.0,9.0,32.0,7.0,4.0,455.0,0.391304347826087,0.30434782608695654,GB,CLE,2013,0.18181818181818182,0.21739130434782608,10/20,2013-10/20-GB,2013-6-GB,0.0,0.0,0.0,
HOU-2013102005,1,1,0,21,0,1,1,2,0,9,0,3,17.0,11,12,16,5,0,8,1,0,0,6,384,2013102005,1,0,0,20,0,0,1,1,0,9,0,2,23,15,8,16,3,0,7,1,0,0,5,465,2013101306,0.45,0.35,1.0,17.0,384.0,1.0,0.0,0.0,25.0,1.0,11.0,1.0,23.0,17.0,8.0,15.0,8.0,1.0,383.0,0.44,0.32,HOU,KC,2013,0.15,0.24,10/20,2013-10/20-HOU,2013-6-HOU,0.0,0.0,0.0,
IND-2013102012,2,1,0,35,0,4,1,1,1,12,0,3,23.0,20,16,37,9,1,5,4,0,0,6,485,2013102012,1,0,0,24,0,1,0,1,1,10,0,2,21,16,14,24,5,1,6,2,0,0,5,445,2013101338,0.4166666666666667,0.25,1.0,23.0,485.0,2.0,0.0,0.0,26.0,3.0,10.0,2.0,24.0,15.0,14.0,32.0,6.0,3.0,510.0,0.38461538461538464,0.23076923076923078,IND,DEN,2013,0.20833333333333334,0.15384615384615385,10/20,2013-10/20-IND,2013-6-IND,0.0,0.0,0.0,
JAC-2013102004,0,0,0,16,0,0,2,0,0,7,0,2,25.0,15,6,6,3,0,4,0,0,0,6,426,2013102004,1,0,0,21,0,1,1,1,0,9,0,2,24,15,10,16,3,0,6,1,0,0,5,435,2013101306,0.42857142857142855,0.2857142857142857,0.0,25.0,426.0,0.0,0.0,0.0,18.0,0.0,8.0,2.0,22.0,10.0,12.0,11.0,5.0,0.0,425.0,0.4444444444444444,0.2777777777777778,JAC,SD,2013,0.14285714285714285,0.2222222222222222,10/20,2013-10/20-JAC,2013-6-JAC,0.0,0.0,0.0,
KC-2013102005,4,0,0,22,0,2,1,0,0,8,0,1,26.0,11,5,17,4,3,6,2,0,0,6,486,2013102005,2,0,0,24,0,1,1,0,0,8,0,2,24,17,8,19,6,1,5,2,0,0,5,380,2013101305,0.3333333333333333,0.20833333333333334,0.0,26.0,486.0,2.0,0.0,0.0,20.0,2.0,7.0,1.0,20.0,8.0,7.0,22.0,4.0,2.0,368.0,0.35,0.2,KC,HOU,2013,0.25,0.15,10/20,2013-10/20-KC,2013-6-KC,0.0,0.0,0.0,
MIA-2013102006,3,0,0,27,0,3,0,0,1,11,1,0,24.0,18,7,27,6,0,7,4,0,0,6,384,2013102006,2,0,0,25,0,2,1,0,0,11,0,1,22,17,9,20,6,0,8,2,0,0,4,414,2013098536,0.44,0.32,0.0,24.0,384.0,3.0,0.0,0.0,26.0,2.0,10.0,2.0,26.0,16.0,10.0,26.0,6.0,3.0,449.0,0.38461538461538464,0.23076923076923078,MIA,BUF,2013,0.24,0.19230769230769232,10/20,2013-10/20-MIA,2013-6-MIA,0.0,0.0,0.0,
MIN-2013102100,0,0,0,28,0,0,0,0,1,10,1,0,25.0,36,4,0,7,0,5,0,0,0,6,323,2013102100,1,0,0,23,0,1,0,0,0,10,0,1,21,19,7,14,5,0,6,1,0,0,4,394,2013098770,0.43478260869565216,0.2608695652173913,0.0,25.0,323.0,2.0,1.0,0.0,25.0,1.0,9.0,2.0,26.0,23.0,11.0,18.0,5.0,1.0,413.0,0.36,0.2,MIN,NYG,2013,0.21739130434782608,0.2,10/21,2013-10/21-MIN,2013-6-MIN,0.0,0.0,0.0,
NE-2013102007,1,0,0,26,0,2,1,1,0,11,0,2,27.0,25,9,26,8,0,7,3,0,0,6,445,2013102007,1,0,0,25,0,1,1,0,0,10,0,2,26,21,10,20,6,0,6,2,0,0,5,431,2013101306,0.4,0.24,0.0,27.0,445.0,2.0,0.0,0.0,22.0,2.0,10.0,2.0,25.0,15.0,9.0,24.0,6.0,2.0,434.0,0.45454545454545453,0.2727272727272727,NE,NYJ,2013,0.24,0.22727272727272727,10/20,2013-10/20-NE,2013-6-NE,0.0,0.0,0.0,
NYG-2013102100,1,0,0,29,0,2,3,0,0,12,0,3,23.0,17,11,29,9,1,7,3,0,0,6,403,2013102100,4,1,0,25,0,2,1,0,0,11,0,1,23,19,5,25,6,0,8,3,0,0,5,434,2013101235,0.44,0.32,0.0,23.0,403.0,3.0,0.0,0.0,23.0,3.0,10.0,1.0,25.0,12.0,8.0,30.0,6.0,3.0,469.0,0.43478260869565216,0.2608695652173913,NYG,MIN,2013,0.24,0.21739130434782608,10/21,2013-10/21-NYG,2013-6-NYG,0.25,0.0,0.0,
NYJ-2013102007,3,0,0,27,0,2,2,1,1,12,1,3,33.0,17,16,29,6,1,11,3,0,0,6,515,2013102007,2,0,0,23,0,1,2,0,0,9,0,2,23,12,11,21,5,0,5,2,0,0,5,411,2013101337,0.391304347826087,0.21739130434782608,0.0,33.0,515.0,2.0,0.0,0.0,26.0,2.0,12.0,2.0,28.0,14.0,12.0,23.0,8.0,2.0,460.0,0.46153846153846156,0.3076923076923077,NYJ,NE,2013,0.21739130434782608,0.23076923076923078,10/20,2013-10/20-NYJ,2013-6-NYJ,0.0,0.0,0.0,
PHI-2013102008,3,0,0,28,0,0,1,0,1,13,1,1,33.0,32,7,3,9,0,10,0,0,0,6,352,2013102008,3,1,0,26,0,2,1,0,0,10,0,2,27,20,11,25,6,1,7,2,0,0,5,441,2013101306,0.38461538461538464,0.2692307692307692,0.0,33.0,352.0,3.0,0.0,0.0,24.0,2.0,11.0,2.0,31.0,22.0,14.0,25.0,8.0,2.0,534.0,0.4583333333333333,0.3333333333333333,PHI,DAL,2013,0.23076923076923078,0.16666666666666666,10/20,2013-10/20-PHI,2013-6-PHI,0.3333333333333333,0.0,0.0,
PIT-2013102011,2,0,0,15,0,1,3,1,0,7,0,4,20.0,7,14,19,1,1,3,1,0,0,6,396,2013102011,2,0,0,20,0,1,2,1,0,9,0,3,24,9,12,21,3,0,5,1,0,0,4,469,2013098741,0.45,0.25,0.0,20.0,396.0,2.0,1.0,0.0,23.0,1.0,10.0,3.0,20.0,14.0,17.0,18.0,6.0,1.0,436.0,0.43478260869565216,0.2608695652173913,PIT,BAL,2013,0.15,0.21739130434782608,10/20,2013-10/20-PIT,2013-6-PIT,0.0,0.0,0.0,
SD-2013102004,5,0,0,17,0,3,1,0,0,8,0,1,28.0,7,6,24,3,3,7,3,0,0,6,453,2013102004,3,0,0,18,0,2,2,0,0,8,0,2,29,11,11,24,2,1,6,2,0,0,5,466,2013101338,0.4444444444444444,0.3333333333333333,0.0,28.0,453.0,4.0,0.0,0.0,22.0,3.0,9.0,1.0,26.0,13.0,6.0,32.0,7.0,4.0,455.0,0.4090909090909091,0.3181818181818182,SD,JAC,2013,0.1111111111111111,0.18181818181818182,10/20,2013-10/20-SD,2013-6-SD,0.0,0.0,0.0,
SEA-2013101700,3,0,0,26,0,4,0,1,1,11,0,2,23.0,14,13,40,3,1,7,5,0,0,6,391,2013101700,2,0,0,21,0,2,1,1,0,8,0,2,24,13,14,32,2,1,5,3,0,0,5,489,2013101204,0.38095238095238093,0.23809523809523808,0.0,23.0,391.0,2.0,0.0,0.0,26.0,2.0,10.0,3.0,25.0,15.0,11.0,27.0,6.0,2.0,445.0,0.38461538461538464,0.23076923076923078,SEA,ARI,2013,0.09523809523809523,0.15384615384615385,10/17,2013-10/17-SEA,2013-6-SEA,0.0,0.0,0.0,
SF-2013102010,4,0,0,22,0,3,0,1,0,8,0,1,19.0,9,7,30,6,3,6,4,0,0,6,379,2013102010,2,0,0,24,0,3,1,0,0,8,0,2,21,10,9,30,5,2,4,3,0,0,5,401,2013101310,0.3333333333333333,0.16666666666666666,0.0,19.0,379.0,3.0,0.0,0.0,22.0,2.0,8.0,2.0,23.0,13.0,9.0,27.0,5.0,3.0,438.0,0.36363636363636365,0.22727272727272727,SF,TEN,2013,0.20833333333333334,0.22727272727272727,10/20,2013-10/20-SF,2013-6-SF,0.0,0.0,0.0,
STL-2013102001,0,0,0,21,0,1,1,1,0,10,0,2,22.0,12,8,19,4,0,7,2,0,0,6,450,2013102001,1,0,0,21,0,2,1,0,0,9,0,1,20,11,8,23,4,1,6,2,0,0,5,411,2013101303,0.42857142857142855,0.2857142857142857,0.0,22.0,450.0,2.0,0.0,0.0,21.0,1.0,8.0,1.0,22.0,11.0,9.0,16.0,7.0,1.0,351.0,0.38095238095238093,0.3333333333333333,STL,CAR,2013,0.19047619047619047,0.19047619047619047,10/20,2013-10/20-STL,2013-6-STL,0.0,0.0,0.0,
TB-2013102000,1,0,0,19,0,2,2,1,0,9,0,3,27.0,24,12,29,5,0,6,3,0,0,6,417,2013102000,1,0,0,22,0,1,1,0,0,10,0,2,27,21,10,19,6,0,6,2,0,0,4,401,2013098738,0.45454545454545453,0.2727272727272727,0.0,27.0,417.0,2.0,0.0,0.0,19.0,2.0,8.0,3.0,21.0,13.0,13.0,31.0,6.0,3.0,416.0,0.42105263157894735,0.3157894736842105,TB,ATL,2013,0.2727272727272727,0.15789473684210525,10/20,2013-10/20-TB,2013-6-TB,0.0,0.0,0.0,
TEN-2013102010,1,0,0,21,0,2,1,0,0,10,0,1,22.0,17,5,17,6,0,8,2,0,0,6,490,2013102010,1,0,0,22,0,1,1,0,0,10,0,1,22,17,6,13,5,0,6,1,0,0,5,426,2013101308,0.45454545454545453,0.2727272727272727,0.0,22.0,490.0,2.0,0.0,0.0,24.0,1.0,11.0,0.0,24.0,18.0,4.0,15.0,9.0,2.0,490.0,0.4583333333333333,0.375,TEN,SF,2013,0.22727272727272727,0.16666666666666666,10/20,2013-10/20-TEN,2013-6-TEN,0.0,0.0,0.0,
WAS-2013102009,3,0,0,24,0,5,1,0,0,12,0,1,27.0,11,8,44,5,0,9,6,0,0,6,639,2013102009,2,0,0,24,0,3,1,0,0,11,0,1,26,15,9,30,5,0,8,3,0,0,4,534,2013098743,0.4583333333333333,0.3333333333333333,0.0,27.0,639.0,3.0,0.0,0.0,20.0,3.0,9.0,1.0,22.0,10.0,9.0,32.0,6.0,4.0,492.0,0.45,0.3,WAS,CHI,2013,0.20833333333333334,0.2,10/20,2013-10/20-WAS,2013-6-WAS,0.0,0.0,0.0,
ARI-2013102708,1,0,0,23,0,3,2,0,0,8,0,2,19.0,6,9,27,5,0,6,3,0,0,7,401,2013102708,3,0,0,26,0,2,1,0,0,9,0,1,23,14,8,23,4,0,7,2,0,0,6,418,2013101906,0.34615384615384615,0.2692307692307692,0.0,19.0,401.0,1.0,0.0,0.0,20.0,2.0,7.0,2.0,20.0,11.0,11.0,28.0,5.0,3.0,394.0,0.35,0.25,ARI,ATL,2013,0.15384615384615385,0.2,10/27,2013-10/27-ARI,2013-7-ARI,0.0,0.0,0.0,
ATL-2013102708,3,1,0,24,0,1,2,0,0,11,0,2,30.0,30,7,13,4,0,7,1,0,0,7,344,2013102708,3,0,0,20,0,2,1,0,0,8,0,1,24,16,5,21,3,1,6,2,0,0,5,380,2013101802,0.4,0.3,1.0,30.0,344.0,2.0,0.0,0.0,26.0,2.0,10.0,2.0,26.0,19.0,11.0,28.0,6.0,3.0,408.0,0.38461538461538464,0.23076923076923078,ATL,ARI,2013,0.15,0.15384615384615385,10/27,2013-10/27-ATL,2013-7-ATL,0.0,0.0,0.0,
BUF-2013102704,4,0,0,23,0,2,1,1,1,12,1,1,28.0,19,13,17,3,0,9,2,0,0,7,350,2013102704,2,0,0,24,0,2,1,0,0,10,0,1,24,14,10,19,5,0,6,2,0,0,6,381,2013102003,0.4166666666666667,0.25,0.0,28.0,350.0,2.0,0.0,0.0,23.0,2.0,11.0,1.0,25.0,16.0,10.0,21.0,8.0,2.0,436.0,0.4782608695652174,0.34782608695652173,BUF,NO,2013,0.20833333333333334,0.13043478260869565,10/27,2013-10/27-BUF,2013-7-BUF,0.0,0.0,0.0,
