,Season_x,Week_x,Date,OffenseTeam,DefenseTeam,Relative_Line,Total,Exp_Pts,mergeCode,offenseTeam,TwoPointConv,Week_y,gameid,Drive_rolling5,ExPointGood_rolling5,FG_30_rolling5,FG_40_rolling5,FG_50_rolling5,FG_range_rolling5,FieldGoalBad_rolling5,FieldGoalGood_rolling5,IncompletePass_rolling5,Kicker_Pts_rolling5,PointsScored_rolling5,Punt_rolling5,QB Kneel_rolling5,RedZone_rolling5,Touchdown_rolling5,TwoPointConv_rolling5,Week_rolling5,Yards.Gained_rolling5,gameid_rolling5,FG_range_per_drive,RZ_per_drive,DEF_Drive_rolling5,DEF_ExPointGood_rolling5,DEF_FG_30_rolling5,DEF_FG_40_rolling5,DEF_FG_50_rolling5,DEF_FG_range_rolling5,DEF_FieldGoalGood_rolling5,DEF_IncompletePass_rolling5,DEF_Kicker_Pts_rolling5,DEF_PointsScored_rolling5,DEF_Punt_rolling5,DEF_QB Kneel_rolling5,DEF_RedZone_rolling5,DEF_Touchdown_rolling5,DEF_Week_rolling5,DEF_Yards.Gained_rolling5,DEF_gameid_rolling5,DEF_FG_range_per_drive,DEF_RZ_per_drive,defenseTeam,Season_y,Kicker_Pts,date
1067,2015,14.0,12/13,KC,SD,-12.0,41.5,29.5,2015-12/13-KC,KC,0.0,13.0,2015121305,22.0,2.0,1.0,1.0,0.0,7.0,0.0,2.0,10.0,13.0,25.0,4.0,1.0,3.0,2.0,0.0,11.0,405.0,2015115708.0,0.3181818181818182,0.13636363636363635,20.0,1.0,1.0,0.0,0.0,7.0,1.0,12.0,10.0,21.0,3.0,0.0,4.0,2.0,10.0,428.0,2015115586.0,0.35,0.2,SD,2015,9.0,12/13
1068,2015,14.0,12/13,TB,NO,-6.0,51.5,45.5,2015-12/13-TB,TB,0.0,13.0,2015121308,20.0,2.0,1.0,0.0,0.0,9.0,0.0,1.0,15.0,8.0,20.0,3.0,1.0,7.0,2.0,0.0,11.0,434.0,2015115705.0,0.45,0.35,22.0,3.0,1.0,0.0,0.0,9.0,1.0,11.0,10.0,32.0,3.0,1.0,5.0,4.0,10.0,506.0,2015115424.0,0.4090909090909091,0.2272727272727273,NO,2015,9.0,12/13
1070,2015,14.0,12/13,NYJ,TEN,-8.0,43.0,35.0,2015-12/13-NYJ,NYJ,0.0,13.0,2015121301,24.0,2.0,1.0,0.0,0.0,10.0,0.0,1.0,17.0,10.0,27.0,5.0,0.0,5.0,3.0,0.0,11.0,486.0,2015115641.0,0.4166666666666667,0.20833333333333331,21.0,2.0,1.0,0.0,0.0,8.0,2.0,12.0,10.0,29.0,3.0,0.0,4.0,3.0,11.0,416.0,2015115643.0,0.3809523809523809,0.19047619047619047,TEN,2015,19.0,12/13
1071,2015,14.0,12/13,NE,HOU,-5.0,46.5,41.5,2015-12/13-NE,NE,0.0,13.0,2015121303,25.0,3.0,0.0,0.0,0.0,11.0,0.0,1.0,18.0,9.0,28.0,6.0,1.0,6.0,3.0,0.0,11.0,487.0,2015115727.0,0.44,0.24,23.0,1.0,0.0,1.0,0.0,9.0,1.0,15.0,9.0,17.0,6.0,0.0,6.0,1.0,11.0,410.0,2015115722.0,0.39130434782608703,0.2608695652173913,HOU,2015,11.0,12/13
1072,2015,14.0,12/13,DEN,OAK,-6.0,43.0,37.0,2015-12/13-DEN,DEN,0.0,13.0,2015121311,25.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,16.0,8.0,16.0,6.0,0.0,7.0,1.0,0.0,11.0,368.0,2015115708.0,0.4,0.28,23.0,1.0,1.0,0.0,0.0,9.0,2.0,14.0,10.0,21.0,4.0,0.0,5.0,2.0,11.0,387.0,2015115707.0,0.39130434782608703,0.21739130434782608,OAK,2015,17.0,12/13
1073,2015,14.0,12/13,GB,DAL,-6.5,42.5,36.0,2015-12/13-GB,GB,0.0,13.0,2015121312,24.0,2.0,0.0,1.0,0.0,10.0,0.0,1.0,21.0,11.0,24.0,6.0,1.0,7.0,2.0,0.0,11.0,462.0,2015115584.0,0.4166666666666667,0.2916666666666667,21.0,1.0,0.0,1.0,0.0,8.0,1.0,14.0,11.0,20.0,5.0,0.0,5.0,2.0,11.0,400.0,2015115664.0,0.3809523809523809,0.2380952380952381,DAL,2015,4.0,12/13
1074,2015,14.0,12/13,SEA,BAL,-10.5,42.0,31.5,2015-12/13-SEA,SEA,0.0,13.0,2015121313,22.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,6.0,33.0,4.0,2.0,5.0,4.0,0.0,11.0,531.0,2015115710.0,0.3636363636363637,0.2272727272727273,24.0,2.0,0.0,0.0,0.0,9.0,1.0,16.0,8.0,21.0,6.0,0.0,7.0,2.0,11.0,394.0,2015115725.0,0.375,0.2916666666666667,BAL,2015,5.0,12/13
1075,2015,14.0,12/14,NYG,MIA,-2.0,48.0,46.0,2015-12/14-NYG,NYG,0.0,13.0,2015121400,23.0,2.0,1.0,0.0,0.0,9.0,0.0,2.0,18.0,11.0,23.0,4.0,0.0,7.0,2.0,0.0,10.0,464.0,2015115443.0,0.39130434782608703,0.3043478260869565,24.0,2.0,1.0,0.0,0.0,10.0,1.0,13.0,9.0,24.0,4.0,0.0,7.0,3.0,11.0,475.0,2015115723.0,0.4166666666666667,0.2916666666666667,MIA,2015,11.0,12/14
1076,2014,14.0,12/04,DAL,CHI,-3.5,50.0,46.5,2014-12/04-DAL,DAL,0.0,13.0,2014120400,22.0,3.0,1.0,0.0,0.0,8.0,0.0,1.0,9.0,8.0,24.0,4.0,1.0,4.0,3.0,0.0,10.0,453.0,2014113303.0,0.3636363636363637,0.18181818181818185,23.0,3.0,1.0,0.0,0.0,8.0,2.0,12.0,12.0,29.0,3.0,0.0,4.0,3.0,11.0,445.0,2014113582.0,0.3478260869565217,0.17391304347826084,CHI,2014,11.0,12/04
1077,2014,14.0,12/07,MIA,BAL,-3.0,45.0,42.0,2014-12/07-MIA,MIA,0.0,13.0,2014120704,20.0,1.0,1.0,1.0,0.0,8.0,0.0,2.0,11.0,10.0,20.0,3.0,0.0,5.0,2.0,0.0,11.0,365.0,2014115063.0,0.4,0.25,20.0,2.0,0.0,0.0,0.0,9.0,1.0,12.0,7.0,26.0,4.0,0.0,7.0,3.0,10.0,442.0,2014113442.0,0.45,0.35,BAL,2014,8.0,12/07
1078,2014,14.0,12/07,CIN,PIT,-3.0,47.5,44.5,2014-12/07-CIN,CIN,0.0,13.0,2014120700,22.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,13.0,5.0,18.0,5.0,1.0,5.0,2.0,0.0,11.0,427.0,2014113643.0,0.4545454545454545,0.2272727272727273,22.0,3.0,0.0,0.0,0.0,9.0,0.0,11.0,6.0,25.0,5.0,0.0,4.0,3.0,10.0,444.0,2014113304.0,0.4090909090909091,0.18181818181818185,PIT,2014,3.0,12/07
1079,2014,14.0,12/07,IND,CLE,-3.0,50.0,47.0,2014-12/07-IND,IND,2.0,13.0,2014120701,26.0,3.0,1.0,0.0,0.0,10.0,0.0,2.0,18.0,11.0,32.0,4.0,0.0,6.0,3.0,0.0,10.0,536.0,2014113583.0,0.38461538461538464,0.2307692307692308,26.0,1.0,1.0,0.0,1.0,11.0,2.0,21.0,12.0,21.0,5.0,0.0,5.0,2.0,11.0,419.0,2014113640.0,0.4230769230769231,0.19230769230769232,CLE,2014,9.0,12/07
1080,2014,14.0,12/07,HOU,JAX,-6.5,42.0,35.5,2014-12/07-HOU,HOU,0.0,13.0,2014120703,23.0,2.0,1.0,1.0,0.0,9.0,0.0,1.0,13.0,11.0,24.0,4.0,1.0,6.0,2.0,0.0,10.0,415.0,2014113562.0,0.39130434782608703,0.2608695652173913,24.0,3.0,0.0,1.0,0.0,9.0,1.0,9.0,10.0,29.0,4.0,1.0,6.0,3.0,10.0,448.0,2014113422.0,0.375,0.25,JAC,2014,11.0,12/07
1081,2014,14.0,12/07,NYG,TEN,-3.0,46.5,43.5,2014-12/07-NYG,NYG,0.0,13.0,2014120707,23.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,15.0,9.0,25.0,4.0,0.0,6.0,3.0,0.0,11.0,447.0,2014113707.0,0.43478260869565216,0.2608695652173913,24.0,3.0,1.0,1.0,0.0,8.0,2.0,12.0,15.0,34.0,3.0,2.0,4.0,3.0,11.0,461.0,2014113723.0,0.3333333333333333,0.16666666666666666,TEN,2014,20.0,12/07
1082,2014,14.0,12/07,NO,CAR,-9.5,50.5,41.0,2014-12/07-NO,NO,0.0,13.0,2014120706,21.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,14.0,6.0,22.0,4.0,0.0,7.0,2.0,0.0,11.0,464.0,2014113724.0,0.42857142857142855,0.3333333333333333,24.0,2.0,1.0,0.0,0.0,9.0,1.0,13.0,7.0,22.0,5.0,1.0,6.0,2.0,10.0,348.0,2014111862.0,0.375,0.25,CAR,2014,8.0,12/07
1083,2014,14.0,12/07,DET,TB,-10.5,42.0,31.5,2014-12/07-DET,DET,0.0,13.0,2014120702,22.0,2.0,0.0,1.0,0.0,9.0,0.0,2.0,16.0,14.0,20.0,4.0,1.0,6.0,2.0,0.0,11.0,464.0,2014113644.0,0.4090909090909091,0.2727272727272727,23.0,2.0,0.0,1.0,0.0,9.0,1.0,10.0,10.0,22.0,5.0,1.0,4.0,2.0,11.0,419.0,2014113705.0,0.39130434782608703,0.17391304347826084,TB,2014,12.0,12/07
1084,2014,14.0,12/07,STL,WAS,-3.0,44.5,41.5,2014-12/07-STL,STL,1.0,13.0,2014120708,23.0,2.0,1.0,0.0,0.0,9.0,0.0,1.0,12.0,9.0,26.0,5.0,0.0,4.0,3.0,0.0,11.0,406.0,2014113707.0,0.39130434782608703,0.17391304347826084,22.0,2.0,1.0,0.0,0.0,8.0,0.0,10.0,6.0,25.0,4.0,1.0,4.0,3.0,10.0,464.0,2014113567.0,0.3636363636363637,0.18181818181818185,WAS,2014,9.0,12/07
1085,2014,14.0,12/07,MIN,NYJ,-4.0,40.0,36.0,2014-12/07-MIN,MIN,0.0,13.0,2014120705,20.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,11.0,9.0,20.0,4.0,0.0,3.0,2.0,0.0,10.0,403.0,2014113564.0,0.35,0.15,20.0,2.0,1.0,0.0,0.0,8.0,1.0,10.0,11.0,21.0,3.0,0.0,4.0,2.0,10.0,455.0,2014114843.0,0.4,0.2,NYJ,2014,13.0,12/07
1086,2014,14.0,12/07,DEN,BUF,-9.0,47.0,38.0,2014-12/07-DEN,DEN,0.0,13.0,2014120710,24.0,3.0,1.0,0.0,0.0,9.0,0.0,1.0,15.0,10.0,28.0,3.0,1.0,3.0,3.0,0.0,11.0,478.0,2014113709.0,0.375,0.125,23.0,1.0,1.0,0.0,0.0,10.0,1.0,12.0,7.0,18.0,5.0,0.0,6.0,2.0,11.0,377.0,2014113642.0,0.43478260869565216,0.2608695652173913,BUF,2014,12.0,12/07
1087,2014,14.0,12/07,KC,ARI,-2.5,41.0,38.5,2014-12/07-KC,KC,0.0,13.0,2014120709,22.0,2.0,1.0,0.0,0.0,10.0,0.0,1.0,11.0,5.0,18.0,5.0,0.0,5.0,2.0,0.0,11.0,434.0,2014113645.0,0.4545454545454545,0.2272727272727273,21.0,1.0,1.0,0.0,0.0,9.0,2.0,12.0,10.0,20.0,4.0,1.0,5.0,2.0,11.0,429.0,2014113709.0,0.42857142857142855,0.2380952380952381,ARI,2014,2.0,12/07
1088,2014,14.0,12/07,SF,OAK,-8.5,40.5,32.0,2014-12/07-SF,SF,0.0,13.0,2014120711,23.0,1.0,0.0,1.0,0.0,9.0,0.0,2.0,15.0,8.0,15.0,5.0,1.0,5.0,1.0,0.0,11.0,395.0,2014113646.0,0.39130434782608703,0.21739130434782608,25.0,3.0,1.0,0.0,0.0,9.0,2.0,15.0,10.0,27.0,6.0,0.0,5.0,3.0,11.0,416.0,2014113646.0,0.36,0.2,OAK,2014,13.0,12/07
1089,2014,14.0,12/07,SEA,PHI,-1.5,48.0,46.5,2014-12/07-SEA,SEA,0.0,13.0,2014120712,21.0,2.0,1.0,0.0,0.0,7.0,0.0,2.0,10.0,11.0,24.0,3.0,1.0,4.0,2.0,0.0,11.0,458.0,2014113647.0,0.3333333333333333,0.19047619047619047,26.0,2.0,0.0,0.0,0.0,11.0,1.0,16.0,7.0,23.0,5.0,1.0,7.0,3.0,11.0,521.0,2014113664.0,0.4230769230769231,0.2692307692307692,PHI,2014,7.0,12/07
1090,2014,14.0,12/07,NE,SD,-4.0,54.0,50.0,2014-12/07-NE,NE,0.0,13.0,2014120713,22.0,3.0,1.0,0.0,0.0,9.0,0.0,1.0,17.0,9.0,34.0,4.0,1.0,4.0,4.0,0.0,10.0,497.0,2014113569.0,0.4090909090909091,0.18181818181818185,22.0,2.0,2.0,0.0,0.0,8.0,2.0,17.0,11.0,25.0,4.0,0.0,4.0,2.0,10.0,502.0,2014113567.0,0.3636363636363637,0.18181818181818185,SD,2014,11.0,12/07
1091,2014,14.0,12/08,GB,ATL,-13.5,55.0,41.5,2014-12/08-GB,GB,0.0,13.0,2014120800,21.0,3.0,1.0,0.0,0.0,8.0,0.0,2.0,14.0,14.0,34.0,2.0,2.0,5.0,4.0,0.0,11.0,516.0,2014113725.0,0.3809523809523809,0.2380952380952381,21.0,2.0,1.0,0.0,0.0,9.0,2.0,15.0,11.0,22.0,3.0,0.0,6.0,2.0,11.0,496.0,2014113723.0,0.42857142857142855,0.2857142857142857,ATL,2014,15.0,12/08
1092,2013,14.0,12/05,HOU,JAX,-3.0,43.5,40.5,2013-12/05-HOU,HOU,0.0,13.0,2013120500,26.0,2.0,1.0,0.0,0.0,10.0,0.0,1.0,20.0,9.0,20.0,6.0,0.0,7.0,2.0,0.0,11.0,433.0,2013115145.0,0.38461538461538464,0.2692307692307692,26.0,2.0,1.0,0.0,0.0,11.0,1.0,17.0,8.0,22.0,5.0,0.0,8.0,2.0,11.0,434.0,2013115143.0,0.4230769230769231,0.3076923076923077,JAC,2013,8.0,12/05
1093,2013,14.0,12/08,KC,WAS,-3.5,44.0,40.5,2013-12/08-KC,KC,0.0,13.0,2013120808,24.0,3.0,1.0,0.0,0.0,9.0,0.0,1.0,16.0,7.0,26.0,5.0,1.0,5.0,3.0,0.0,10.0,493.0,2013115065.0,0.375,0.20833333333333331,23.0,3.0,1.0,0.0,0.0,8.0,1.0,8.0,8.0,31.0,4.0,2.0,3.0,4.0,11.0,414.0,2013115165.0,0.3478260869565217,0.13043478260869565,WAS,2013,11.0,12/08
1094,2013,14.0,12/08,BAL,MIN,-6.0,41.5,35.5,2013-12/08-BAL,BAL,1.0,13.0,2013120800,25.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0,16.0,11.0,23.0,5.0,0.0,3.0,2.0,0.0,11.0,396.0,2013113740.0,0.36,0.12,25.0,2.0,1.0,0.0,0.0,10.0,1.0,17.0,11.0,27.0,5.0,0.0,6.0,3.0,11.0,536.0,2013115143.0,0.4,0.24,MIN,2013,3.0,12/08
1095,2013,14.0,12/08,NE,CLE,-10.0,47.5,37.5,2013-12/08-NE,NE,3.0,13.0,2013120802,24.0,3.0,1.0,0.0,0.0,10.0,0.0,2.0,16.0,12.0,35.0,3.0,0.0,6.0,4.0,0.0,10.0,553.0,2013115086.0,0.4166666666666667,0.25,27.0,2.0,1.0,0.0,0.0,9.0,2.0,16.0,10.0,25.0,7.0,1.0,6.0,2.0,10.0,385.0,2013115062.0,0.3333333333333333,0.2222222222222222,CLE,2013,13.0,12/08
1096,2013,14.0,12/08,NYJ,OAK,-3.0,39.0,36.0,2013-12/08-NYJ,NYJ,0.0,13.0,2013120803,24.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,14.0,8.0,16.0,5.0,0.0,5.0,1.0,0.0,10.0,431.0,2013115062.0,0.4166666666666667,0.20833333333333331,23.0,2.0,1.0,0.0,0.0,9.0,2.0,13.0,10.0,25.0,5.0,0.0,6.0,2.0,11.0,436.0,2013113744.0,0.39130434782608703,0.2608695652173913,OAK,2013,15.0,12/08
1097,2013,14.0,12/08,CIN,IND,-7.0,43.5,36.5,2013-12/08-CIN,CIN,0.0,13.0,2013120801,27.0,3.0,0.0,0.0,0.0,11.0,0.0,1.0,17.0,8.0,27.0,5.0,2.0,6.0,3.0,0.0,10.0,435.0,2013113342.0,0.4074074074074074,0.2222222222222222,22.0,3.0,1.0,0.0,0.0,8.0,1.0,12.0,9.0,28.0,4.0,0.0,4.0,3.0,11.0,449.0,2013115143.0,0.3636363636363637,0.18181818181818185,IND,2013,6.0,12/08
1098,2013,14.0,12/08,NO,CAR,-3.0,47.5,44.5,2013-12/08-NO,NO,0.0,13.0,2013120804,20.0,3.0,0.0,0.0,0.0,8.0,0.0,1.0,12.0,7.0,27.0,3.0,1.0,5.0,3.0,0.0,11.0,454.0,2013115165.0,0.4,0.25,21.0,1.0,1.0,0.0,0.0,8.0,2.0,12.0,11.0,17.0,4.0,0.0,6.0,1.0,11.0,354.0,2013115223.0,0.3809523809523809,0.2857142857142857,CAR,2013,7.0,12/08
1099,2013,14.0,12/08,PHI,DET,-2.5,51.0,48.5,2013-12/08-PHI,PHI,6.0,13.0,2013120805,25.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,6.0,34.0,5.0,2.0,6.0,4.0,1.0,10.0,501.0,2013114785.0,0.4,0.24,24.0,1.0,1.0,0.0,0.0,10.0,1.0,15.0,8.0,24.0,5.0,2.0,6.0,3.0,11.0,439.0,2013113743.0,0.4166666666666667,0.25,DET,2013,0.0,12/08
1100,2013,14.0,12/08,PIT,MIA,-3.0,40.5,37.5,2013-12/08-PIT,PIT,0.0,13.0,2013120806,22.0,2.0,1.0,0.0,0.0,8.0,0.0,1.0,14.0,7.0,26.0,5.0,1.0,4.0,3.0,0.0,11.0,396.0,2013113744.0,0.3636363636363637,0.18181818181818185,22.0,1.0,1.0,0.0,0.0,9.0,1.0,13.0,8.0,16.0,5.0,0.0,6.0,1.0,11.0,406.0,2013115224.0,0.4090909090909091,0.2727272727272727,MIA,2013,3.0,12/08
1101,2013,14.0,12/08,TB,BUF,-3.0,43.0,40.0,2013-12/08-TB,TB,0.0,13.0,2013120807,24.0,2.0,1.0,0.0,0.0,8.0,0.0,1.0,11.0,12.0,22.0,5.0,1.0,6.0,2.0,0.0,11.0,372.0,2013115223.0,0.3333333333333333,0.25,26.0,2.0,1.0,0.0,0.0,10.0,2.0,17.0,9.0,25.0,6.0,0.0,5.0,2.0,10.0,405.0,2013114784.0,0.38461538461538464,0.19230769230769232,BUF,2013,11.0,12/08
1102,2013,14.0,12/08,DEN,TEN,-12.5,50.0,37.5,2013-12/08-DEN,DEN,0.0,13.0,2013120809,24.0,4.0,0.0,0.0,0.0,10.0,0.0,1.0,17.0,9.0,35.0,4.0,1.0,7.0,4.0,0.0,11.0,563.0,2013115208.0,0.4166666666666667,0.2916666666666667,23.0,2.0,1.0,2.0,0.0,8.0,3.0,15.0,17.0,30.0,3.0,1.0,3.0,3.0,11.0,462.0,2013115145.0,0.3478260869565217,0.13043478260869565,TEN,2013,17.0,12/08
1103,2013,14.0,12/08,ARI,STL,-4.5,41.0,36.5,2013-12/08-ARI,ARI,0.0,13.0,2013120810,24.0,2.0,1.0,0.0,0.0,10.0,0.0,1.0,13.0,12.0,25.0,4.0,1.0,6.0,3.0,0.0,11.0,440.0,2013115207.0,0.4166666666666667,0.25,23.0,2.0,0.0,0.0,0.0,10.0,0.0,13.0,6.0,27.0,4.0,0.0,5.0,3.0,10.0,487.0,2013114926.0,0.43478260869565216,0.21739130434782608,STL,2013,15.0,12/08
1104,2013,14.0,12/08,SD,NYG,-4.5,47.0,42.5,2013-12/08-SD,SD,0.0,13.0,2013120811,20.0,2.0,1.0,1.0,0.0,8.0,0.0,2.0,12.0,12.0,24.0,3.0,0.0,5.0,2.0,0.0,11.0,474.0,2013115208.0,0.4,0.25,22.0,2.0,1.0,0.0,0.0,9.0,1.0,10.0,8.0,21.0,5.0,1.0,5.0,2.0,11.0,424.0,2013115209.0,0.4090909090909091,0.2272727272727273,NYG,2013,18.0,12/08
1105,2013,14.0,12/08,SF,SEA,-2.5,41.5,39.0,2013-12/08-SF,SF,0.0,13.0,2013120812,23.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0,12.0,12.0,19.0,5.0,1.0,4.0,1.0,0.0,11.0,338.0,2013115227.0,0.39130434782608703,0.17391304347826084,21.0,1.0,0.0,0.0,0.0,10.0,1.0,15.0,7.0,18.0,4.0,1.0,6.0,2.0,10.0,407.0,2013114806.0,0.4761904761904762,0.2857142857142857,SEA,2013,16.0,12/08
1106,2013,14.0,12/08,GB,ATL,-3.5,47.0,43.5,2013-12/08-GB,GB,1.0,13.0,2013120813,23.0,1.0,1.0,0.0,0.0,11.0,0.0,2.0,14.0,9.0,17.0,4.0,0.0,6.0,1.0,0.0,11.0,444.0,2013113746.0,0.4782608695652174,0.2608695652173913,21.0,2.0,1.0,1.0,0.0,9.0,2.0,9.0,11.0,28.0,4.0,0.0,5.0,3.0,11.0,480.0,2013115145.0,0.42857142857142855,0.2380952380952381,ATL,2013,11.0,12/08
1107,2013,14.0,12/09,CHI,DAL,-1.5,49.0,47.5,2013-12/09-CHI,CHI,1.0,13.0,2013120900,21.0,2.0,1.0,0.0,0.0,9.0,0.0,2.0,15.0,10.0,27.0,4.0,0.0,5.0,3.0,0.0,11.0,513.0,2013115222.0,0.42857142857142855,0.2380952380952381,21.0,3.0,1.0,0.0,0.0,8.0,1.0,11.0,8.0,34.0,2.0,0.0,3.0,4.0,10.0,522.0,2013113484.0,0.3809523809523809,0.14285714285714285,DAL,2013,13.0,12/09
1108,2012,14.0,12/06,DEN,OAK,-10.0,47.0,37.0,2012-12/06-DEN,DEN,0.0,13.0,2012120600,25.0,2.0,2.0,0.0,0.0,9.0,1.0,2.0,14.0,13.0,24.0,4.0,1.0,5.0,2.0,0.0,11.0,434.0,2012115244.0,0.36,0.2,22.0,3.0,1.0,1.0,0.0,8.0,2.0,12.0,13.0,34.0,3.0,1.0,5.0,4.0,11.0,486.0,2012115244.0,0.3636363636363637,0.2272727272727273,OAK,2012,15.0,12/06
1109,2012,14.0,12/09,WAS,BAL,-2.0,48.0,46.0,2012-12/09-WAS,WAS,1.0,13.0,2012120900,21.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,9.0,8.0,26.0,4.0,0.0,6.0,3.0,0.0,10.0,466.0,2012115120.0,0.3809523809523809,0.2857142857142857,25.0,1.0,0.0,1.0,0.0,11.0,2.0,16.0,9.0,20.0,6.0,0.0,8.0,2.0,11.0,478.0,2012115306.0,0.44,0.32,BAL,2012,13.0,12/09
1110,2012,14.0,12/09,CLE,KC,-7.0,38.0,31.0,2012-12/09-CLE,CLE,0.0,13.0,2012120901,24.0,1.0,2.0,0.0,0.0,8.0,0.0,2.0,13.0,11.0,20.0,5.0,0.0,5.0,1.0,0.0,10.0,390.0,2012115164.0,0.3333333333333333,0.20833333333333331,21.0,2.0,1.0,0.0,0.0,9.0,1.0,14.0,9.0,23.0,5.0,0.0,6.0,2.0,11.0,413.0,2012115323.0,0.42857142857142855,0.2857142857142857,KC,2012,11.0,12/09
1111,2012,14.0,12/09,PIT,SD,-7.5,38.0,30.5,2012-12/09-PIT,PIT,0.0,13.0,2012120902,26.0,1.0,0.0,0.0,0.0,12.0,0.0,1.0,18.0,7.0,19.0,6.0,0.0,8.0,2.0,0.0,11.0,417.0,2012115324.0,0.4615384615384616,0.3076923076923077,24.0,2.0,1.0,0.0,0.0,10.0,2.0,16.0,10.0,25.0,5.0,1.0,7.0,2.0,11.0,422.0,2012115306.0,0.4166666666666667,0.2916666666666667,SD,2012,7.0,12/09
1112,2012,14.0,12/09,IND,TEN,-3.5,47.0,43.5,2012-12/09-IND,IND,0.0,13.0,2012120903,23.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,20.0,8.0,27.0,4.0,2.0,7.0,3.0,0.0,11.0,456.0,2012115243.0,0.43478260869565216,0.3043478260869565,25.0,2.0,0.0,1.0,0.0,9.0,1.0,13.0,9.0,24.0,5.0,2.0,6.0,2.0,10.0,383.0,2012115023.0,0.36,0.24,TEN,2012,11.0,12/09
1113,2012,14.0,12/09,NYJ,JAX,-3.0,39.0,36.0,2012-12/09-NYJ,NYJ,0.0,13.0,2012120904,25.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,8.0,17.0,5.0,0.0,6.0,2.0,0.0,11.0,375.0,2012115244.0,0.4,0.24,25.0,2.0,1.0,1.0,0.0,10.0,2.0,12.0,15.0,27.0,4.0,1.0,6.0,3.0,11.0,497.0,2012115244.0,0.4,0.24,JAC,2012,6.0,12/09
1114,2012,14.0,12/09,CHI,MIN,-1.5,40.5,39.0,2012-12/09-CHI,CHI,0.0,13.0,2012120905,22.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,14.0,6.0,18.0,5.0,0.0,5.0,2.0,0.0,11.0,393.0,2012115324.0,0.4090909090909091,0.2272727272727273,22.0,2.0,0.0,1.0,0.0,10.0,1.0,14.0,9.0,28.0,4.0,0.0,6.0,3.0,10.0,444.0,2012115025.0,0.4545454545454545,0.2727272727272727,MIN,2012,2.0,12/09
1115,2012,14.0,12/09,ATL,CAR,-3.5,47.0,43.5,2012-12/09-ATL,ATL,1.0,13.0,2012120906,22.0,2.0,1.0,0.0,0.0,9.0,0.0,1.0,15.0,10.0,23.0,3.0,1.0,7.0,2.0,0.0,11.0,436.0,2012113844.0,0.4090909090909091,0.3181818181818182,21.0,1.0,0.0,1.0,0.0,9.0,1.0,12.0,10.0,24.0,4.0,0.0,5.0,2.0,11.0,427.0,2012115322.0,0.42857142857142855,0.2380952380952381,CAR,2012,2.0,12/09
1116,2012,14.0,12/09,TB,PHI,-7.0,48.0,41.0,2012-12/09-TB,TB,0.0,13.0,2012120907,22.0,2.0,0.0,1.0,0.0,9.0,0.0,2.0,16.0,12.0,25.0,5.0,0.0,6.0,2.0,0.0,11.0,410.0,2012115305.0,0.4090909090909091,0.2727272727272727,22.0,3.0,0.0,0.0,0.0,9.0,0.0,9.0,5.0,27.0,6.0,1.0,5.0,3.0,11.0,440.0,2012115325.0,0.4090909090909091,0.2272727272727273,PHI,2012,3.0,12/09
1117,2012,14.0,12/09,BUF,STL,-3.5,42.5,39.0,2012-12/09-BUF,BUF,1.0,13.0,2012120908,23.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0,13.0,10.0,21.0,5.0,0.0,4.0,2.0,0.0,11.0,447.0,2012115243.0,0.39130434782608703,0.17391304347826084,24.0,1.0,1.0,0.0,0.0,9.0,1.0,11.0,10.0,22.0,5.0,0.0,4.0,2.0,11.0,432.0,2012115307.0,0.375,0.16666666666666666,STL,2012,7.0,12/09
1118,2012,14.0,12/09,CIN,DAL,-3.0,46.0,43.0,2012-12/09-CIN,CIN,0.0,13.0,2012120909,22.0,3.0,1.0,0.0,0.0,8.0,0.0,1.0,13.0,11.0,30.0,4.0,1.0,5.0,3.0,0.0,11.0,415.0,2012115306.0,0.3636363636363637,0.2272727272727273,22.0,2.0,0.0,0.0,0.0,9.0,2.0,13.0,10.0,30.0,4.0,0.0,6.0,3.0,11.0,488.0,2012115247.0,0.4090909090909091,0.2727272727272727,DAL,2012,15.0,12/09
